NAZIV PROIZVODA,ŠIFRA PROIZVODA,MARKA PROIZVODA,NETO KOLIČINA,JEDINICA MJERE,MALOPRODAJNA CIJENA,CIJENA ZA JEDINICU MJERE,MPC ZA VRIJEME POSEBNOG OBLIKA PRODAJE,NAJNIŽA CIJENA U POSLJEDNIH 30 DANA,SIDRENA CIJENA NA 2.5.2025,BARKOD,KATEGORIJA PROIZVODA
PUDING MLIJEČ ČOKOL 125g ČAŠA VIND,02320209,VINDIJA,0.13 kg,ko,0.79,6.32,,,0.79,38500039,HRANA
DESERT MOUSSE ČOKOL 100g DUKAT,02320982,DOLCE,0.10 kg,ko,1.49,14.9,,,1.49,3850354001485,HRANA
JOGURT VOĆ JOGOBELLA CLASS 150g ZOTT,02321008,JOGOBELLA,0.15 kg,ko,0.87,5.8,,,0.79,4014500503646,HRANA
DESERT MONTE LJEŠNJAK 4x55g ZOTT,02321022,MONTE,0.22 kg,ko,2.35,10.68,,,2.15,4014500510361,HRANA
JOGURT JOGOBELLA EXOTIC 150g ZOTT,02321047,JOGOBELLA,0.15 kg,ko,0.87,5.8,,,0.79,4014500503684,HRANA
DESERT MONTE LJEŠNJAK 4X100g ZOTT,02321077,MONTE,0.40 kg,ko,2.59,6.48,,,3.19,40145389,HRANA
JOGURT VOĆ YOGHI FRU K PLUS MIX 150g,02329035,K PLUS,0.15 kg,ko,0.47,3.13,,,0.47,3858884508979,HRANA
MLIJEČNI DESERT KINDER MAXI KING 35g,02329055,FERRERO,0.04 kg,ko,1.05,30,,,0.99,4008400553023,HRANA
MARGARIN MARGO CLASSIC 15g ZVIJEZDA,02210238,MARGO,0.02 kg,ko,0.57,38,,,0.49,3858882213677,HRANA
ŠLAG SPRAY 250ML DUKAT,02321021,BRZO&FINO,0.25 l,ko,4.99,19.96,,,4.39,3850354018247,HRANA
MLIJEČNI DESERT KINDER MILCH SCH 28g,02324048,FERRERO,0.03 kg,ko,0.93,33.21,,,0.87,40084794,HRANA
MLIJEČNI DESERT KINDER PINGUI 30g D,02324049,FERRERO,0.03 kg,ko,0.99,33,,,0.87,4008400290126,HRANA
PRIPRAVAK ZA ŠLAG HALTA  500ml,02324114,HALTA,0.50 l,ko,2.55,5.1,,,2.55,8004172000303,HRANA
JOGURT Z BREGOV 2.8% 200g VINDIJA,02330053,Z BREGOV,0.20 kg,ko,0.49,2.45,,,0.49,3850108030020,HRANA
VRHNJE ZA ŠLAG 36% 0.5L VINDIJA,02330736,Z BREGOV,0.50 l,ko,5.39,10.78,,,4.99,3850108033663,HRANA
JOGURT TEKUĆI 180g DUKAT,02330863,DUKAT,0.18 kg,ko,0.44,2.44,,,0.44,3850354000921,HRANA
JOGURT B'AKTIV LGG NATUR 150g DUKAT,02330864,B'AKTIV,0.15 kg,ko,0.99,6.6,,,0.87,3850354019121,HRANA
MLIJEKO ACIDOFILNO 3.2%MM 200g VINDI,02330940,Z BREGOV,0.20 kg,ko,0.93,4.65,,,0.93,3850108032253,HRANA
KEFIR 3.5% 200g VINDIJA,02330941,Z BREGOV,0.20 kg,ko,0.93,4.65,,,0.93,3850108030525,HRANA
VRHNJE ZA KUHANJE 20% 200g DUKAT,02331186,BRZO&FINO,0.20 kg,ko,1.85,9.25,,,1.85,3850354001232,HRANA
MLIJEKO ČOKOLADNO MONTE DRINK 200ML,02331204,MONTE,0.20 l,ko,1.09,5.45,,,1.09,4014500026510,HRANA
JOGURT 3.2% 180g ČAŠA DUKAT,02334069,DUKAT,0.18 kg,ko,0.44,2.44,,,0.44,3850354001133,HRANA
ACIDOFIL 3.2% 180g ČAŠA,02334070,DUKAT,0.18 kg,ko,0.87,4.83,,,0.87,3850354001560,HRANA
VRHNJE KISELO 12% 200g DUKAT,02334127,BRZO&FINO,0.20 kg,ko,0.94,4.7,,,0.94,3850354002024,HRANA
VRHNJE KISELO 20% 200g DUKAT,02334128,BRZO&FINO,0.20 kg,ko,1.59,7.95,,,1.49,3850354002055,HRANA
JOGURT ACTIMEL VOĆNI 4X100g,02334152,ACTIMEL,0.40 kg,ko,3.39,8.48,,,3.09,5997536112558,HRANA
DESERT DUKATINO SVJ SIR S VOĆ 6X50g,02334179,DUKATINO,0.30 kg,ko,3.49,11.63,,,3.09,3850354015116,HRANA
DANONINO DRINK JAGODA 4X100g,02334322,DANONINO,0.40 kg,ko,3.59,8.98,,,3.29,5941209010849,HRANA
JOGURT SENSIA VAN/ŽITAR 190g,02334661,SENSIA,0.19 kg,ko,2.09,11,,,2.09,3850354006152,HRANA
JOG ČVRSTI 3.2% MM 900g VINDIJA,02334675,Z BREGOV,0.90 kg,ko,2.99,3.32,,,2.99,3850108030174,HRANA
MLIJEKO TRAJNO KOZJE 2.8% 1L S ČEPOM,02340206,Z BREGOV,1.00 l,ko,2.99,2.99,,,2.99,3850108026108,HRANA
SLAD SNJEGULJICA 65ML LEDO,02350046,LEDO,0.07 l,ko,1.19,18.31,,,1.19,3850116500171,HRANA
SLAD LEDO KORNET VANILIJA 120ML,02350169,LEDO,0.12 l,ko,2.39,19.92,,,2.19,3850116037820,HRANA
SLAD LEDO KORNET ČOKOLADA 120ML,02350172,LEDO,0.12 l,ko,2.19,18.25,,,2.19,3850116037790,HRANA
ŠLAG K 220ml LEDO,02350334,LEDO,0.22 l,ko,2.45,11.14,,,2.45,3850116506623,HRANA
SLAD LEDO MACHO ČOKOLADA 75ML,02350635,MACHO,0.08 l,ko,2.39,31.87,,,2.29,3850116612621,HRANA
SLAD LEDO MACHO VANILIJA 75ML,02350680,MACHO,0.08 l,ko,2.39,31.87,,,2.29,3850116641942,HRANA
SLAD KORNET ŠUM VOĆE STRAC 120ML LED,02350866,LEDO,0.12 l,ko,2.19,18.25,,,2.19,3850116037851,HRANA
SLAD TWICE VANILIJA ČOKOLADA 1L LEDO,02350875,TWICE,1.00 l,ko,3.59,3.59,,,3.59,3850116712970,HRANA
SLAD TWICE JAG VAN ČOK 1.7L LEDO,02351092,TWICE,1.70 l,ko,5.49,3.23,,,5.49,3850116768441,HRANA
SLAD QUATTRO HAPPINESS 1650ml,02351152,QUATTRO,1.65 l,ko,9.09,5.51,,,9.09,3850116036083,HRANA
SLAD QUATTRO JOY 1650ml,02351153,QUATTRO,1.65 l,ko,9.09,5.51,,,9.09,3850116036113,HRANA
SLAD KORNET MAXIMO 160ML LEDO,02351198,KING,0.16 l,ko,3.49,21.81,,,3.29,3850116815107,HRANA
SLAD QUATTRO FANTASY 1650ml,02351265,QUATTRO,1.65 l,ko,9.09,5.51,,,9.09,3850116036144,HRANA
SLAD KONTIKI 70ML LEDO,02351276,LEDO,0.07 l,ko,1.55,22.14,,,1.19,3850116066363,HRANA
SLAD QUATTRO MINI CLASSIC 900ML,02351401,QUATTRO,0.90 l,ko,6.09,6.77,,,6.09,3850116036359,HRANA
TORTA ROĐENDANSKA 1000g LEDO,02351416,LEDO,1.00 kg,ko,24.49,24.49,,,21.99,3850116875873,HRANA
POMMES FRITES 1000g LEDO,02360042,LEDO,1.00 kg,ko,3.99,3.99,,,3.99,3850116677477,HRANA
VALJUŠCI 500g LEDO,02370042,LEDO,0.50 kg,ko,4.39,8.78,,,3.59,3850116535890,HRANA
ZAGORSKI ŠTRUKLI 600gr KUTIJA LEDO,02371338,LEDO,0.60 kg,ko,6.69,11.15,,,5.49,3850116765198,HRANA
TORTELLINI 4 VRSTE SIRA 250g KLASJE,02373688,AURELIA,0.25 kg,ko,3.59,14.36,,,3.59,3859890561019,HRANA
TORTELLINI DALMAT PRŠUT 250g KLASJE,02373691,AURELIA,0.25 kg,ko,3.59,14.36,,,3.59,3859890561071,HRANA
SIR NAM ABC VLASAC 100g BELJE,02390925,ABC,0.10 kg,ko,1.69,16.9,,,1.69,3856015324191,HRANA
SIR SVJEŽI K PLUS POLUM 500g,02390960,K PLUS,0.50 kg,ko,1.86,3.72,,,1.86,3850334535214,HRANA
SIR SVJEŽI POSNI K PLUS 500g,02390962,K PLUS,0.50 kg,ko,1.69,3.38,,,1.95,3850334535276,HRANA
MLIJ NAM DUKATELA S POVR 150g DUKAT,02398911,DUKATELA,0.15 kg,ko,2.25,15,,,2.09,3850354015017,HRANA
MLIJ NAM DUKATELA ORIGINAL 150 G,02398912,DUKATELA,0.15 kg,ko,2.25,15,,,1.59,3850354014997,HRANA
SIR SVJEZI ZRNATI PRESIDENT 200g,02398927,PRESIDENT,0.20 kg,ko,3.09,15.45,,,2.85,3850355000814,HRANA
SIR K PLUS ZRNATI 20% MM 200g,02398938,K PLUS,0.20 kg,ko,1.75,8.75,,,1.65,3850334058515,HRANA
SIR MEKI MOZZAR K PLUS 100g,02398939,K PLUS,0.10 kg,ko,1.49,14.9,,,1.29,3850334000781,HRANA
SIR MEKI MOZZARELLA 125g GALBANI DUK,02398962,GALBANI,0.13 kg,ko,3.09,24.72,,,2.75,8000430133035,HRANA
SIR SVJ ZAGREB PRESIDENT 375g,02398982,PRESIDENT,0.38 kg,ko,3.69,9.84,,,3.69,3850355002498,HRANA
ĆEVAPČIĆI SVJEŽI 810g  PIK VRBOVEC,02404064,PIK VRBOVEC,0.81 kg,ko,11.99,14.8,,,11.39,3850139435757,HRANA
HAMBURGER SVJEŽI 600g MA PIK VRBOVEC,02404066,PIK VRBOVEC,0.60 kg,ko,3.99,6.65,,,3.89,3850139435719,HRANA
ĆEVAPČIĆI 810g  B BRAND PIK,02404158,PIK VRBOVEC,0.81 kg,ko,5.49,6.78,,,6.79,3850139404302,HRANA
MIJEŠ MLJEV MESO 850g MA PIK VRBOVEC,02404336,PIK VRBOVEC,0.85 kg,ko,8.79,10.34,,,6.09,3850139435917,HRANA
SV VRAT SK NAR 640g PIK VRBOVEC,02404367,PIK VRBOVEC,0.64 kg,ko,6.09,9.51,,,4.59,3850139437508,HRANA
SV SLAB I LEĐA SK BF ODR 575g MA,02404378,PIK VRBOVEC,0.58 kg,ko,5.79,10.07,,,4.39,3850139437515,HRANA
MARINATO GRILL MINI CCA 850g,02422077,CEKIN,1.00 kg,kg,9.99,9.99,,,9.99,3850159150524,HRANA
PIL BATAK I ZABATAK OBIT PAK VINDIJA,02430045,CEKIN,1.00 kg,kg,6.79,6.79,,,6.79,3850159110559,HRANA
PILEĆA KRILA PERUTNINA RFZ 5,02430351,PERUTNINA PT,1.00 kg,kg,2.99,2.99,,,2.89,3850220114615,HRANA
PIL BATAK I ZABATAK NA POD VINDIJA,02431376,CEKIN,1.00 kg,kg,6.79,6.79,,,6.79,3850159110054,HRANA
PIL PRSA BEZ KOŽE NA POD VINDIJA,02431402,CEKIN,1.00 kg,kg,9.69,9.69,,,9.69,3850159110122,HRANA
MARINATO GRILL RAŽNJIĆI POD VINDIJA,02431457,CEKIN,1.00 kg,kg,15.99,15.99,,,15.99,3850159150104,HRANA
PILEĆI RASJEK PREMIUM CCA 1000g VINDIJA,02431542,CEKIN,1.00 kg,kg,6.39,6.39,,,6.39,3850159110610,HRANA
PILEĆA KRILA POD  VINDIJA,02434195,CEKIN,1.00 kg,kg,7.69,7.69,,,7.69,3850159110269,HRANA
PILEĆI RASJ ZA POH TOP KRILA CCA 1100g,02434348,CEKIN,1.00 kg,kg,9.09,9.09,,,9.09,3850159110641,HRANA
PILEĆI RASJ ZA POH TOP FILE 1100g,02434349,CEKIN,1.00 kg,kg,9.49,9.49,,,9.49,3850159110658,HRANA
PILE ROSTER POD SVJ KOKA,02434409,CEKIN,1.00 kg,kg,3.31,3.31,,,3.31,3850159113123,HRANA
RIŽOTO S PILET I POVRĆEM 600g LEDO,02434779,LEDO,0.60 kg,ko,7.09,11.82,,,6.09,3850116813912,HRANA
PILEĆI KRILKO POD VINDIJA,02435425,CEKIN,1.00 kg,kg,10.39,10.39,,,10.39,3850159110702,HRANA
PILE GAVELINO POD VINDIJA,02435484,CEKIN,1.00 kg,kg,6.79,6.79,,,6.79,3850159113154,HRANA
DINOSAURI PIL PANIR 600g SMR VINDI,02435511,CEKIN,0.60 kg,ko,9.39,15.65,,,9.39,3850159141911,HRANA
MEDALJONI PIL PANIR 660g SMR VINDIJA,02435514,CEKIN,0.66 kg,ko,9.39,14.23,,,9.39,3850159141461,HRANA
PILEĆI MINI FILE 400g VINDIJA,02435527,CEKIN,0.40 kg,ko,6.29,15.73,,,6.29,3850159110900,HRANA
PILEĆI RAŽNJIĆI KIDS 450g VINDIJA,02435549,CEKIN,0.45 kg,ko,8.99,19.98,,,8.99,3850159150128,HRANA
JETRA SA SRCEM PILEĆA 500g SVJ VIND,02435556,CEKIN,0.50 kg,ko,2.95,5.9,,,2.95,3850159110931,HRANA
FILE PILEĆEG ZABATKA 500g PERUTNINA,02435579,PERUTNINA PT,0.50 kg,ko,5.49,10.98,,,5.49,3850220115797,HRANA
PUREĆE MLJEVENO MESO 500g VINDIJA,02451416,VINDON,0.50 kg,ko,6.79,13.58,,,6.79,3850339413043,HRANA
JAJA SVJEŽA M 10/1 AGROKOKA PULA,02510559,AGROKOKA PUL,10.00 ko,ko,2.45,0.25,,,2.45,3859889074476,HRANA
JAJA SVJEŽA L 10/1 AGROKOKA PULA,02510561,AGROKOKA PUL,10.00 ko,ko,3.99,0.4,,,3.99,3859889074193,HRANA
JAJA SVJEŽA M 6/1 AGROKOKA PULA,02510563,AGROKOKA PUL,6.00 ko,ko,2.79,0.46,,,2.79,3859889074469,HRANA
JAJA SVJEŽA K PLUS L 10/1,02510565,K PLUS,10.00 ko,ko,3.69,0.37,,,3.29,3850334114211,HRANA
JAJA SVJEŽA K PLUS M 6/1,02510669,K PLUS,6.00 ko,ko,2.85,0.47,,,2.49,3850334186942,HRANA
JAJA SVJEŽA K PLUS M 10/1,02510689,K PLUS,10.00 ko,ko,2.45,0.25,,,2.39,3850334262387,HRANA
VINO ZLATNA VRBNIČKA ŽLAHTINA 0.75L,03020074,VRB ŽLAHTINA,0.75 l,ko,12.79,17.05,,,12.79,3859889467018,PIĆE
VINO TGA ZA JUG 0.75L KV,03020172,TIKVEŠ,0.75 l,ko,6.49,8.65,,,6.49,5310008007129,PIĆE
VINO ŽILAVKA 1L KK KVAL VIN ČIT,03020266,HERCEGOVINAVINO,1.00 l,ko,5.99,5.99,,,5.09,3870083000658,PIĆE
VINO POŠIP VRH 0.75L PZ ČARA,03020922,PZ POŠIP ČAR,0.75 l,ko,22.99,30.65,,,22.99,3859889311014,PIĆE
VINO PELJEŠAC 0.75L BADEL 1862,03021332,VINA HRVATSKE,0.75 l,ko,7.39,9.85,,,7.39,3850112170644,PIĆE
VINO PLAVAC 0.75L BADEL 1862,03021426,VINA HRVATSKE,0.75 l,ko,7.39,9.85,,,5.59,3850112170620,PIĆE
VINO GRAŠEVINA KUTJEVO 0.75L KV,03021680,KUTJEVO,0.75 l,ko,9.49,12.65,,,9.49,3850156001133,PIĆE
VINO ROSE BENKOVAČKI 0.75L BADEL,03022014,VIN BENKOVAC,0.75 l,ko,9.29,12.39,,,9.29,3850112163134,PIĆE
VINO ZLATAN PLAVAC 0.75L PLENKOVIĆ,03022328,ZLATAN OTOK,0.75 l,ko,17.39,23.19,,,17.39,3859888437029,PIĆE
VINO PLAVAC 0.75L KV SKARAMUČA,03022784,SKARAMUČA,0.75 l,ko,6.99,9.32,,,6.99,3859888214026,PIĆE
PJENUŠAC FREIXENET CORD NEGRO BRUT 0.75L,03030023,FREIXENET,0.75 l,ko,14.59,19.45,,,14.59,8410036009090,PIĆE
PJENUŠAC FREIXENET C NEVADA 0.75L,03030024,FREIXENET,0.75 l,ko,12.19,16.25,,,12.19,8410036002015,PIĆE
PIVO BECK'S 0.5L LIM ZAG PIV,03040052,BECKS,0.50 l,ko,2.09,4.18,,,2.05,3850131290101,PIĆE
PIVO OŽUJSKO COOL 0.5L POV AMB BEZAL,03040105,OŽUJSKO,0.50 l,ko,1.55,3.1,,,1.55,38502293,PIĆE
PIVO HEINEKEN 0.5L LIM,03040181,HEINEKEN,0.50 l,ko,2.19,4.38,,,2.09,3830001714692,PIĆE
PIVO LAŠKO ZLATOROG 0.5L PB,03040301,LAŠKO,0.50 l,ko,1.49,2.98,,,1.49,3830001711011,PIĆE
PIVO LAŠKO ZLATOROG 0.5L LIM,03040303,LAŠKO,0.50 l,ko,1.79,3.58,,,1.79,3830001710991,PIĆE
PIVO HEINEKEN 0.33L NEP AMB BOCA,03040410,HEINEKEN,0.33 l,ko,2.29,6.94,,,2.25,3850103901189,PIĆE
JAKO ALKOHOLNO PIĆE TRAVARICA 0.50L,03060010,DEGENIJA,0.50 l,ko,15.99,31.98,,,15.99,3859889693011,PIĆE
RAKIJA TRAVARICA 1L 38% VINOPLOD,03060017,VINOPLOD,1.00 l,ko,17.19,17.19,,,17.19,3859888129849,PIĆE
RAKIJA ST ŠLJIVOV 1L 40% BADEL 1862,03060733,BADEL 1862,1.00 l,ko,19.59,19.59,,,19.59,3850112121097,PIĆE
RAKIJA ŠLJIVOVICA 0.1L MARASKA,03060769,MARASKA,0.10 l,ko,2.19,21.9,,,2.19,3850158300708,PIĆE
RAKIJA STARA ŠLJIV 0.5L 40% BADEL 18,03060924,BADEL 1862,0.50 l,ko,12.19,24.38,,,9.19,3850112121110,PIĆE
RAKIJA TRAVARICA 1L BADEL,03060987,BADEL 1862,1.00 l,ko,14.79,14.79,,,14.79,3850112122193,PIĆE
RAKIJA TRAVARICA 0.1L BADEL,03061178,BADEL 1862,0.10 l,ko,1.99,19.9,,,1.99,3850112122230,PIĆE
VODKA ABSOLUT BLUE 0.7L 40%,03063431,ABSOLUT,0.70 l,ko,21.99,31.41,,,21.49,7312040553150,PIĆE
PRIMA BRAND 0.10L 36% BADEL,03070095,BADEL 1862,0.10 l,ko,1.99,19.9,,,1.99,3850112141231,PIĆE
PELINKOVAC GORKI 0.10L 31% BADEL,03070101,BADEL 1862,0.10 l,ko,2.05,20.5,,,2.05,3850112110398,PIĆE
PRIMA BRAND 1L 36% BADEL 1862,03070244,BADEL 1862,1.00 l,ko,13.99,13.99,,,13.99,3850112141194,PIĆE
GIN BOMBAY SAPPHIRE 47% 0.7L,03070315,BOMBAY,0.70 l,ko,32.99,47.13,,,31.99,5010677714006,PIĆE
LIKER KRUŠKOVAC SVATOVSKI 1L 24% BAD,03070325,BADEL 1862,1.00 l,ko,12.19,12.19,,,12.19,3850112110169,PIĆE
LIKER PELINKOVAC GORKI 1L 31% BADEL,03070354,BADEL 1862,1.00 l,ko,19.59,19.59,,,19.59,3850112110039,PIĆE
STOCK 84 0.7L,03070711,STOCK,0.70 l,ko,18.39,26.27,,,18.39,8000440396390,PIĆE
LIKER KRUŠKOVAC 1L MARASKA,03070749,MARASKA,1.00 l,ko,12.19,12.19,,,12.19,3850158403607,PIĆE
GIN GORDONS DRY 0.7L,03070780,GORDON'S,0.70 l,ko,26.99,38.56,,,25.49,5000289925440,PIĆE
LIKER CHERRICA ČUTURICA 0.7L MARASKA,03070784,MARASKA,0.70 l,ko,15.99,22.84,,,15.99,3850158401122,PIĆE
VODKA VIGOR 0.10L BADEL 1862,03070916,VIGOR,0.10 l,ko,2.05,20.5,,,2.05,3850112142283,PIĆE
RAK ŠLJIV STA 1L DOM MARASKA,03071010,MARASKA,1.00 l,ko,19.59,19.59,,,19.59,3850158301705,PIĆE
LIKER PELINKOVAC ANTIQUE 0.7L,03071140,BADEL 1862,0.70 l,ko,20.99,29.99,,,20.99,3850112110572,PIĆE
GIN EMPIRE 37.5% 1L MARASKA,03071259,MARASKA,1.00 l,ko,16.59,16.59,,,16.59,3850158200879,PIĆE
LIKER APEROL 0.7L,03071689,APEROL,0.70 l,ko,22.99,32.84,,,22.99,8002230000302,PIĆE
VODKA TROJKA 1l 37.5%  SEGESTICA,03073775,SEGESTICA,1.00 l,ko,12.19,12.19,,,12.19,3850112144027,PIĆE
LIKER PELINKOVAC 28%V 0.10L MARASKA,03075004,MARASKA,0.10 l,ko,2.05,20.5,,,2.05,3850158406301,PIĆE
BACARDI BREEZER ORANGE RTD 0.275L,03075782,BACARDI,0.28 l,ko,4.09,14.87,,,3.99,5010677551311,PIĆE
BACARDI BREEZER LIME RTD 0.275L,03075783,BACARDI,0.28 l,ko,4.09,14.87,,,3.99,5010677551397,PIĆE
LIKER PELINKOVAC 1L MARASKA,03075806,MARASKA,1.00 l,ko,18.99,18.99,,,18.99,3850158406752,PIĆE
LIKER BAILEY'S 0.7L,03080035,BAILEY'S,0.70 l,ko,29.49,42.13,,,29.49,5011013100156,PIĆE
RUM CAPTAIN MORGAN SP GOLD 0.7L 35%,03080042,CAPTAIN MORG,0.70 l,ko,24.49,34.99,,,24.49,5000299223017,PIĆE
LIKER JAGERMEISTER 0.7L,03080172,JAGERMEISTER,0.70 l,ko,20.49,29.27,,,20.49,4067700015020,PIĆE
VISKI JIM BEAM BOURBON 0.7l,03080174,JIM BEAM,0.70 l,ko,24.49,34.99,,,24.49,080686000389,PIĆE
LIKER LIMONCE 0.5L 25%,03080551,LIMONCE,0.50 l,ko,12.19,24.38,,,12.19,8000440112815,PIĆE
VODKA COSMOPOLITAN 1L MARASKA,03081038,MARASKA,1.00 l,ko,14.59,14.59,,,14.59,3850158409005,PIĆE
VODKA SMIRNOFF RED LABEL 0.70L,03081710,SMIRNOFF,0.70 l,ko,21.99,31.41,,,21.49,5410316671118,PIĆE
VISKI JACK DANIEL'S 0.7L,03081739,JACK DANIELS,0.70 l,ko,29.49,42.13,,,29.49,5099873089798,PIĆE
VODKA FINLANDIA 0.7L,03081740,FINLANDIA,0.70 l,ko,19.19,27.41,,,19.19,6440003100095,PIĆE
RUM BACARDI 0.7L 37.5%,03082134,BACARDI,0.70 l,ko,22.49,32.13,,,21.99,5010677013147,PIĆE
RUM MALIBU 0.7L,03082194,MALIBU,0.70 l,ko,19.79,28.27,,,18.99,5010284100018,PIĆE
GIN BEEFEATER 0.7L,03082259,BEEFEATER,0.70 l,ko,24.99,35.7,,,24.49,5000329002193,PIĆE
VISKI JAMESON 0.7 LIT - GOLA BOCA,03082776,JAMESON,0.70 l,ko,29.49,42.13,,,27.99,5011007003005,PIĆE
VISKI CHIVAS REGAL 12 YO 0.7L,03085107,CHIVAS REGAL,0.70 l,ko,41.49,59.27,,,38.99,0080432402931,PIĆE
MARTINI VERMOUTH BIANCO 1L,03090075,MARTINI,1.00 l,ko,21.49,21.49,,,19.59,7630040408820,PIĆE
OCAT BALZAMSKI 0.25L PONTI,03120001,PONTI,0.25 l,ko,2.99,11.96,,,2.99,80522621,HRANA
OCAT BALZAMSKI 0.5L PONTI,03120006,PONTI,0.50 l,ko,4.19,8.38,,,4.19,80228486,HRANA
OCAT ALKOHOLNI 0.5L KISKO,03120039,KISKO,0.50 l,ko,1.25,2.5,,,1.25,3850164310142,HRANA
OCAT VINSKI 0.5L KISKO,03120071,KISKO,0.50 l,ko,1.79,3.58,,,1.79,3850164321148,HRANA
OCAT JABUČNI 0.5L KISKO,03120408,KISKO,0.50 l,ko,1.79,3.58,,,1.79,3850164340149,HRANA
KREMA ACETO BALZAMICO 0.25L PONTI,03127025,PONTI,0.25 kg,ko,4.19,16.76,,,4.19,8001010076568,HRANA
PIVO OŽUJSKO 0.5L LIM ZAG PIV,03130006,OŽUJSKO,0.50 l,ko,1.95,3.9,,,1.85,3850131400609,PIĆE
PIVO KARLOVAČKO 0.5L BOCA POV AMB KP,03130207,KARLOVAČKO,0.50 l,ko,1.49,2.98,,,1.49,3850103000820,PIĆE
PIVO KARLOVAČKO 0.33L LIM KARLOV,03130252,KARLOVAČKO,0.33 l,ko,1.45,4.39,,,1.45,3850103902582,PIĆE
PIVO PAN 0.5L LIMENKA,03130254,PAN,0.50 l,ko,1.85,3.7,,,1.39,3859888291461,PIĆE
PIVO STELLA ARTOIS LIMENKA 0.5L ZP,03130389,STELLA ARTOIS,0.50 l,ko,2.19,4.38,,,2.09,3850131486009,PIĆE
PIVO OŽUJSKO 0.33L LIM ZAG PIV,03130430,OŽUJSKO,0.33 l,ko,1.45,4.39,,,1.07,3850131006047,PIĆE
PIVO KARLOVAČKO 0.5L LIMENKA,03130443,KARLOVAČKO,0.50 l,ko,1.95,3.9,,,1.85,3850103002312,PIĆE
PIVO OŽUJSKO 0.5L BOCA POV AMB ZG PI,03130524,OŽUJSKO,0.50 l,ko,1.49,2.98,,,1.49,38501692,PIĆE
PIVO PAN MEGA 2L PET,03130643,PAN,2.00 l,ko,4.29,2.15,,,4.29,3858887580415,PIĆE
CIDER SOMERSBY JABUKA 0.33L NB,03130658,SOMERSBY,0.33 l,ko,2.05,6.21,,,2.05,7310070764973,PIĆE
PIVO CORONA EXTRA 0.355L NEP BOCA,03130669,CORONA,0.36 l,ko,2.79,7.86,,,2.79,75032814,PIĆE
PIVO PAN ZLATNI 0.5L LIMENKA,03130782,PAN,0.50 l,ko,1.85,3.7,,,1.85,3858887580644,PIĆE
KAŠICA HIPP PURET RIŽ MRK 8MJ 220g,03140030,HIPP,0.22 kg,ko,2.49,11.32,,,2.49,9062300134411,HRANA
KAŠICA HIPP TELET POVR RIŽ 8MJ 220g,03140032,HIPP,0.22 kg,ko,2.49,11.32,,,2.49,9062300103035,HRANA
NEG PIĆE ORANGE CAPRI SONNE 0.2L,03140108,CAPRI SONNE,0.20 l,ko,0.67,3.35,,,0.67,4000177407400,PIĆE
KAŠICA HIPP INT JAB BAN KEK 4-6MJ 190,03140115,HIPP,0.19 kg,ko,1.99,10.47,,,1.99,9062300132455,HRANA
NEKTAR VINDI BOROVNICA 1L,03140175,VINDI,1.00 l,ko,2.49,2.49,,,2.49,3850108074376,PIĆE
SOK 100% NARANČA JUICY 1L,03140211,JUICY,1.00 l,ko,4.39,4.39,,,4.99,3858890970425,PIĆE
NEKTAR JABUKA JUICY 1L,03140397,JUICY,1.00 l,ko,2.49,2.49,,,2.49,3858890970906,PIĆE
KAŠICA FRUTEK MAREL KRUŠ 190g,03140457,FRUTEK,0.19 kg,ko,2.09,11,,,2.09,3838945503136,HRANA
SOK FRUTEK JABUKA 0.125L,03140467,FRUTEK,0.13 l,ko,1.19,9.52,,,1.19,3838945502733,PIĆE
NEG PIĆE MIST DRAG CAPRI SONNE 0.2L,03140474,CAPRI SONNE,0.20 l,ko,0.67,3.35,,,0.67,4000177408100,PIĆE
SOK 100% ANANAS JUICY 1L,03140548,JUICY,1.00 l,ko,3.49,3.49,,,3.49,3858890970692,PIĆE
NEG PIĆE MULTI A+C+E VINDI 2L,03140896,VINDI,2.00 l,ko,3.09,1.55,,,3.09,3850108073379,PIĆE
NEKTAR JABUKA BRAVO  2L,03141280,BRAVO,2.00 l,ko,3.99,2,,,3.79,9008700124195,PIĆE
NEKTAR  NARANČA BRAVO 2L,03141290,BRAVO,2.00 l,ko,4.99,2.5,,,4.69,9008700145268,PIĆE
SOK 100% NARANČA CAPPY 0.33L,03141291,CAPPY,0.33 l,ko,2.05,6.21,,,2.05,90492341,PIĆE
NEGAZ PIĆE JUICY FRUITS LIMUNADA 1.5L,03141833,JUICY FRUITS,1.50 l,ko,2.15,1.43,,,2.15,3858890975185,PIĆE
NEGAZ PIĆE JUICY FRUITS LIMUNADA 0.5L,03141834,JUICY FRUITS,0.50 l,ko,1.35,2.7,,,1.35,3858890975215,PIĆE
SOK 100% NARANČA HAPPY DAY  1L,03141937,HAPPY DAY,1.00 l,ko,4.39,4.39,,,3.79,90087066,PIĆE
SOK 100% VINDI NARAN  1L,03142008,VINDI,1.00 l,ko,3.49,3.49,,,3.49,3850108075397,PIĆE
NAPITAK POWERADE MOUNTAIN BLAST 0.5L,03142103,POWERADE,0.50 l,ko,2.05,4.1,,,2.05,54492653,PIĆE
NEKTAR VINDI BRESKVA KAŠ 1L,03142185,VINDI,1.00 l,ko,2.45,2.45,,,1.75,3850108079524,PIĆE
