Naziv proizvoda;Šifra proizvoda;Marka proizvoda;Neto kolièina;Jedinica mjere;Maloprodajna cijena;Cijena za jedinicu mjere;Barkod;Kategorija;Najniža cijena u posljednjih 30 dana;MPC za vrijeme posebnog oblika prodaje
JANA 1.5L JAGODA GUAVA                  ;139147    ;JANA           ;        1.50;L  ;        1.59;        1.06;'3858884600871';PIÆA;        0.00;        0.00
JAMNICA SENSATION LIMETA-KIWANO 1,5L    ;260020    ;JAMNICA PLUS D.O.O.;        1.50;L  ;        1.69;        1.13;'3858884602349';PIÆA;        0.00;        0.00
ROMERQUELLE LIMUNSKA TRAVA 0,5L         ;533101    ;COCA COLA HBC HRVATSKA D.O.O.;        0.50;L  ;        1.13;        2.26;'9031100003807';PIÆA;        0.00;        0.00
JAMNICA SENSATION BAZGA LIMUN 1,5L      ;533126    ;JAMNICA PLUS D.O.O.;        1.50;L  ;        1.69;        1.13;'3858890873443';PIÆA;        0.00;        0.00
RADENSKA LIMUN 1,5L                     ;556337    ;RADENSKA       ;        1.50;L  ;        1.36;        0.91;'3830065020128';PIÆA;        0.00;        0.00
RADENSKA LIMUN 0,5L                     ;556341    ;RADENSKA       ;        0.50;L  ;        0.83;        1.66;'3830065020104';PIÆA;        0.00;        0.00
STUDENA LIMUN 1,5L                      ;560011    ;STUDENAC D.O.O.;        1.50;L  ;        1.16;        0.77;'3856022300003';PIÆA;        0.00;        0.00
SOK SURPRISE SPRING WATER 0,3L          ;566611    ;VALENTIÆ d.o.o;        0.30;L  ;        1.39;        4.63;'8594023925607';PIÆA;        0.00;        0.00
RADENSKA LIMUNSKA TRAVA 1,5L            ;574509    ;RADENSKA       ;        1.50;L  ;        1.36;        0.91;'3830065021033';PIÆA;        0.00;        0.00
RADENSKA LIMUNSKA TRAVA 0,5L            ;574512    ;RADENSKA       ;        0.50;L  ;        0.83;        1.66;'3830065021019';PIÆA;        0.00;        0.00
PIPI MANDARINA LUBENICA 0,33L           ;633320    ;PIPI           ;        0.33;L  ;        1.09;        3.30;'3859893637087';PIÆA;        0.00;        0.00
ZALA LIMUN ÐUMBIR 0,5L**                ;645621    ;AWTINTERNATIONAL D.O.O. ZAGREB;        0.50;L  ;        0.99;        1.98;'3830084190550';PIÆA;        0.00;        0.00
RADENSKA MANGO LIMETA 0,5L              ;650324    ;RADENSKA       ;        0.50;L  ;        0.83;        1.66;'3830065021576';PIÆA;        0.00;        0.00
RADENSKA MANGO LIMETA 1,5L              ;650325    ;RADENSKA       ;        1.50;L  ;        1.36;        0.91;'3830065021590';PIÆA;        0.00;        0.00
JAMNICA SENSATION LIMETA-KIWANO 0,5L PET;657468    ;JAMNICA PLUS D.O.O.;        0.50;L  ;        1.05;        2.10;'3875000184336';PIÆA;        0.00;        0.00
JAMNICA SENSATION BAZGA LIMUN 0,5L PET  ;657471    ;JAMNICA PLUS D.O.O.;        0.50;L  ;        1.05;        2.10;'3875000184398';PIÆA;        0.00;        0.00
STUDENA LIMUN O.5L                      ;83444     ;STUDENAC D.O.O.;        0.50;L  ;        0.96;        1.92;'3856022300034';PIÆA;        0.00;        0.00
STUDENA+ LED.ÈAJ LIM. I LIM TRAVA 0,25  ;626952    ;STUDENAC D.O.O.;        0.25;L  ;        0.60;        2.40;'3856022302281';PIÆA;        0.00;        0.00
STUDENA LÈ BRESKVA 0,25L                ;627103    ;STUDENAC D.O.O.;        0.25;L  ;        0.60;        2.40;'3856022302311';PIÆA;        0.00;        0.00
STUDENA LEDENI ÈAJ BRUSNICA 0,25L       ;627849    ;STUDENAC D.O.O.;        0.25;L  ;        0.60;        2.40;'3856022302373';PIÆA;        0.00;        0.00
JAMNICA SENSATION LIM-KIW 0,25 POV      ;264327    ;JAMNICA PLUS D.O.O.;        0.25;L  ;        0.74;        2.96;'3858884602387';PIÆA;        0.00;        0.00
ROMERQUELLE EMOT.LEMONGRASS 0,33 POV    ;399004    ;ROMERQUELLE    ;        0.33;L  ;        0.74;        2.24;'90399831';PIÆA;        0.00;        0.00
VITAMIN WELL ANTIOXIDANT 0,5L           ;372666    ;ATLANTIC TRADE d.o.o.;        0.50;L  ;        2.09;        4.18;'7350042716067';PIÆA;        0.00;        0.00
JANA VITAMIN IMMUNO LIMUN 0,5           ;511293    ;JANA           ;        0.50;L  ;        1.19;        2.38;'3858890871975';PIÆA;        0.00;        0.00
JANA VITAMIN IMMUNO LIMUN 1,5L          ;533122    ;JANA           ;        1.50;L  ;        0.00;        1.06;'3858890873085';PIÆA;        1.49;        1.59
JANA VITAMIN NARANÈA HAPPY 1,5L         ;556350    ;JANA           ;        1.50;L  ;        0.00;        1.06;'3858890874044';PIÆA;        1.49;        1.59
JANA VITAMIN NARANÈA HAPPY 0,5L         ;556351    ;JANA           ;        0.50;L  ;        1.19;        2.38;'3858890874013';PIÆA;        0.00;        0.00
JANA VITAMIN REFRESH MENTA 1,5L         ;575247    ;JANA           ;        1.50;L  ;        0.00;        1.06;'3858890874686';PIÆA;        1.49;        1.59
JANA VITAMIN REFRESH MENTA 0,5L/6       ;577099    ;JANA           ;        0.50;L  ;        1.19;        2.38;'3858890874570';PIÆA;        0.00;        0.00
CEDEVITA FRESH LIMUN 340mL              ;584224    ;CEDEVITA       ;        0.34;L  ;        1.19;        3.50;'3850322013380';PIÆA;        0.00;        0.00
CEDEVITA FRESH LIMETA 340mL             ;584225    ;CEDEVITA       ;        0.34;L  ;        1.19;        3.50;'3850322013403';PIÆA;        0.00;        0.00
CEDEVITA FRESH BAZGA LIMUN 340mL        ;584226    ;CEDEVITA       ;        0.34;L  ;        1.19;        3.50;'3850322013427';PIÆA;        0.00;        0.00
CEDEVITA FRESH NARANÈA 340mL            ;584227    ;CEDEVITA       ;        0.34;L  ;        1.19;        3.50;'3850322013366';PIÆA;        0.00;        0.00
FRUCTAL FIRST PIÆE KRUŠKA 0,5L          ;593081    ;FRUCTAL        ;        0.50;L  ;        1.09;        2.18;'3838945035293';PIÆA;        0.00;        0.00
FRUCTAL FIRST LIMETA MENTA 0,5L         ;593082    ;ALCA ZAGREB D.O.O.;        0.50;L  ;        1.09;        2.18;'3838945035309';PIÆA;        0.00;        0.00
FRUCTAL FIRST NARANÈA ÐUMBIR 0,5L       ;593083    ;ALCA ZAGREB D.O.O.;        0.50;L  ;        1.09;        2.18;'3838945035316';PIÆA;        0.00;        0.00
JANA VITAMIN ANTIOX CRNI RIBIZ 0,5L     ;595293    ;JANA           ;        0.50;L  ;        1.19;        2.38;'3858890875638';PIÆA;        0.00;        0.00
JANA VITAMIN ANTIOX CRNI RIBIZ 1,5L     ;595294    ;JANA           ;        1.50;L  ;        0.00;        1.06;'3858890875607';PIÆA;        1.49;        1.59
VITAMIN WELL CELEBRATE 500mL            ;612213    ;ATLANTIC TRADE d.o.o.;        0.00;   ;        2.09;        0.00;'7350042718290';PIÆA;        0.00;        0.00
JUICY VITAMIN WATER IMMUNO BOOST 0,5L   ;615909    ;AWTINTERNATIONAL D.O.O. ZAGREB;        0.50;L  ;        1.11;        2.22;'3858890972214';PIÆA;        0.00;        0.00
JUICY VITAMIN WATER REFRESH 0,5L        ;615910    ;AWTINTERNATIONAL D.O.O. ZAGREB;        0.50;L  ;        1.11;        2.22;'3858890972245';PIÆA;        0.00;        0.00
CEDEVITA VIT.VODA LIMUN-ANANAS 0,5L     ;627158    ;CEDEVITA       ;        0.50;L  ;        0.85;        1.70;'3850322016183';PIÆA;        0.00;        0.00
CEDEVITA VIT.VODA NARANÈA-PAPAYA 0,5L   ;627159    ;CEDEVITA       ;        0.50;L  ;        0.85;        1.70;'3850322016220';PIÆA;        0.00;        0.00
CEDEVITA VIT.VODA LIMUN-NAR 0,5L        ;627160    ;CEDEVITA       ;        0.50;L  ;        0.85;        1.70;'3850322016206';PIÆA;        0.00;        0.00
JUICY VITAMIN WATER OPTIMIST 0,5L       ;628387    ;AWTINTERNATIONAL D.O.O. ZAGREB;        0.50;L  ;        1.11;        2.22;'3858890974089';PIÆA;        0.00;        0.00
RADENSKA FUNCTIONALL IMMUNITY 0,5L      ;628466    ;RADENSKA       ;        0.50;L  ;        1.09;        2.18;'3830065023075';PIÆA;        0.00;        0.00
RADENSKA FUNCTIONALL ANTISTRESS 0,5L    ;628467    ;RADENSKA       ;        0.50;L  ;        1.09;        2.18;'3830065023051';PIÆA;        0.00;        0.00
JANA VITAMIN COLLAGEN MALINA&JABUKA 0,5L;633317    ;JANA           ;        0.50;L  ;        1.19;        2.38;'3858890879940';PIÆA;        0.00;        0.00
JUICY VITAMIN WATER IMMUNO BOOST 1,5L   ;634372    ;AWTINTERNATIONAL D.O.O. ZAGREB;        1.50;L  ;        1.69;        1.13;'3858890974706';PIÆA;        0.00;        0.00
JUICY VITAMIN WATER OPTIMIST 1,5L       ;634373    ;AWTINTERNATIONAL D.O.O. ZAGREB;        1.50;L  ;        1.69;        1.13;'3858890974119';PIÆA;        0.00;        0.00
CEDEVITA FRESH ANANAS MANGO 340mL       ;643353    ;CEDEVITA       ;        0.34;L  ;        1.19;        3.50;'3850322016565';PIÆA;        0.00;        0.00
CEDEVITA VIT.VODA LIMETA-LIM.TRAVA 0,5L ;643733    ;CEDEVITA       ;        0.50;L  ;        0.85;        1.70;'3850322016848';PIÆA;        0.00;        0.00
CEDEVITA VIT.VODA LIMUN-KUPINA 0,5L     ;643734    ;CEDEVITA       ;        0.50;L  ;        0.85;        1.70;'3850322016862';PIÆA;        0.00;        0.00
DONATURAL ALOE VERA 0,5L                ;653752    ;ATLANTIC TRADE d.o.o.;        0.50;L  ;        1.69;        3.38;'3838471056298';PIÆA;        0.00;        0.00
DONATURAL LIMUNSKA TRAVA 0,5L           ;653753    ;ATLANTIC TRADE d.o.o.;        0.50;L  ;        1.69;        3.38;'3838471056335';PIÆA;        0.00;        0.00
CEDEVITA VIT.VODA LIMUN-NAR 1,5L        ;654292    ;CEDEVITA       ;        1.50;L  ;        1.19;        0.79;'3850322017036';PIÆA;        0.00;        0.00
CEDEVITA VIT.VODA LIMUN-ANANAS 1,5L     ;654293    ;CEDEVITA       ;        1.50;L  ;        1.19;        0.79;'3850322017050';PIÆA;        0.00;        0.00
JANA 1.5L IZVORSKA VODA                 ;105959    ;JANA           ;        1.50;L  ;        0.95;        0.63;'3858884600055';PIÆA;        0.00;        0.00
JANA 0,5L IZVORSKA VODA                 ;106125    ;JANA           ;        0.50;L  ;        0.85;        1.70;'3858884600062';PIÆA;        0.00;        0.00
JANA 1L                                 ;150553    ;JANA           ;        1.00;L  ;        0.89;        0.89;'3858884600987';PIÆA;        0.00;        0.00
JANA 0,75 STAKLO                        ;198644    ;JANA           ;        0.75;L  ;        1.25;        1.67;'3858884601373';PIÆA;        0.00;        0.00
STUDENA 0,25 PET SPORT ÈEP              ;247179    ;STUDENAC D.O.O.;        0.25;L  ;        0.61;        2.44;'3856022300331';PIÆA;        0.00;        0.00
RADENSKA NATURELLE 1,5L                 ;252641    ;STUDENAC D.O.O.;        1.50;L  ;        0.99;        0.66;'3830000624565';PIÆA;        0.00;        0.00
CETINA 0,75                             ;444148    ;CETINA         ;        0.75;L  ;        0.70;        0.93;'3859890129370';PIÆA;        0.00;        0.00
ROMERQUELLE 0,5L                        ;533100    ;ROMERQUELLE    ;        0.50;L  ;        0.86;        1.72;'90311208';PIÆA;        0.00;        0.00
STUDENA 1,5L IZVORSKA VODA              ;537651    ;STUDENAC D.O.O.;        1.50;L  ;        0.89;        0.59;'3856022300157';PIÆA;        0.00;        0.00
STUDENA 0,5L                            ;539282    ;STUDENAC D.O.O.;        0.50;L  ;        0.71;        1.42;'3856022300188';PIÆA;        0.00;        0.00
STUDENA 0,5L SÈ                         ;541201    ;STUDENAC D.O.O.;        0.50;L  ;        0.73;        1.46;'3856022300300';PIÆA;        0.00;        0.00
ROMERQUELLE 1,5L                        ;548152    ;ROMERQUELLE    ;        1.50;L  ;        0.95;        0.63;'9031100004187';PIÆA;        0.00;        0.00
CETINA 1,5L NEGAZIRANA                  ;571280    ;CETINA         ;        1.50;L  ;        0.83;        0.55;'3859890129004';PIÆA;        0.00;        0.00
SARA 1,5L PVC                           ;587812    ;SARA           ;        1.50;L  ;        0.76;        0.51;'3875000181779';PIÆA;        0.00;        0.00
STUDENA 1,5L 4+2 GRATIS                 ;589063    ;STUDENAC D.O.O.;        9.00;L  ;        3.49;        0.39;'3856022301802';PIÆA;        0.00;        0.00
JANA 4X1,5L                             ;598271    ;JANA           ;        6.00;L  ;        3.29;        0.55;'3858890876062';PIÆA;        0.00;        0.00
JANA KIDS 0,33L                         ;611416    ;JANA           ;        0.33;L  ;        0.75;        2.27;'3858890876970';PIÆA;        0.00;        0.00
CETINA 1L                               ;612985    ;CETINA         ;        1.00;L  ;        0.76;        0.76;'3859890129875';PIÆA;        0.00;        0.00
JANA 0,75L SŠ                           ;632872    ;JANA           ;        0.75;L  ;        0.95;        1.27;'3858890879353';PIÆA;        0.00;        0.00
CETINA 7L                               ;643289    ;CETINA         ;        7.00;L  ;        1.69;        0.24;'3859890129974';PIÆA;        0.00;        0.00
SARA RIVA 6L                            ;643294    ;SARA           ;        6.00;L  ;        1.65;        0.28;'3856028501992';PIÆA;        0.00;        0.00
ZALA STILL WATER 1,5L                   ;645620    ;AWTINTERNATIONAL D.O.O. ZAGREB;        1.50;L  ;        0.79;        0.53;'3830084190673';PIÆA;        0.00;        0.00
ZALA STILL WATER 0,5L                   ;645622    ;AWTINTERNATIONAL D.O.O. ZAGREB;        0.50;L  ;        0.69;        1.38;'3830084190611';PIÆA;        0.00;        0.00
CETINA 15L                              ;650188    ;CETINA         ;       15.00;L  ;        4.99;        0.33;'3859890129981';PIÆA;        0.00;        0.00
STUDENA 0,75L RÈ                        ;656308    ;STUDENAC D.O.O.;        0.75;L  ;        0.83;        1.11;'3856022303134';PIÆA;        0.00;        0.00
ZALA 1,5L 4+2 GRATIS**                  ;657652    ;AWTINTERNATIONAL D.O.O. ZAGREB;        9.00;L  ;        3.16;        0.35;'3830084191571';PIÆA;        0.00;        0.00
ZALA STILL 1L                           ;663267    ;AWTINTERNATIONAL D.O.O. ZAGREB;        1.00;L  ;        0.75;        0.75;'3830084190642';PIÆA;        0.00;        0.00
DONAT PVC 1/2                           ;11732     ;ATLANTIC TRADE d.o.o.;        0.50;L  ;        1.39;        2.78;'3838600253345';PIÆA;        0.00;        0.00
