"NAZIV_PROIZVODA";"ŠIFRA_PROIZVODA";"MARKA_PROIZVODA";"NETO_KOLIÈINA";"JEDINICA_MJERE";"MALOPROD.CIJENA(EUR)";"CIJENA_ZA_JEDINICU_MJERE";"MPC_POSEB.OBLIK_PROD";"POSEB.OBLIK_PROD__ZA_JEDINICU_MJERE";"NAJNIŽA_MPC_U_30DANA";"SIDRENA_CIJENA";"BARKOD";"KATEGORIJA_PROIZVODA"
"KRPE ZA BRISANJE DRVENIH POVR 12kom";"011729701";"SISTEMA CASA";"1";"PZ";"1,79";"1,79";"0";"0";"0";"1,79";"8017596063564";"PROIZVODI ZA KUÆANSTVO"
"KRPE ZA BRISANJE PODA 12kom";"011729201";"SISTEMA CASA";"1";"PZ";"1,79";"1,79";"0";"0";"0";"1,79";"8017596063540";"PROIZVODI ZA KUÆANSTVO"
"KRPE ZA BRISANJE PODA 40x50cm 3kom";"011966001";"SISTEMA CASA";"1";"PZ";"1,59";"1,59";"0";"0";"0";"1,59";"8017596066053";"PROIZVODI ZA KUÆANSTVO"
"KRPE ZA BRISANJE PRASINE 3D 24kom";"017900201";"SISTEMA CASA";"1";"PZ";"1,59";"1,59";"0";"0";"0";"1,59";"8017596106070";"PROIZVODI ZA KUÆANSTVO"
"KRPE ZA BRISANJE PRAŠINE 6kom";"011006801";"SISTEMA CASA";"1";"PZ";"1,09";"1,09";"0";"0";"0";"1,09";"8017596051745";"PROIZVODI ZA KUÆANSTVO"
"KRUH 5 ŽITARICA 500g";"910202601";"NO BRAND";"0,5";"KG";"1,49";"2,98";"0";"0";"0";"1,49";"3858884920276";"HRANA"
"KRUH BAGUETTE BIJELI 300g";"017628201";"NO BRAND";"0,25";"KG";"0,65";"2,6";"0";"0";"0";"0,65";"";"HRANA"
"KRUH BEZ GLUT.S RIŽA/HELJDA BR.250g";"017480701";"AMO ESSERE SENZA GLUTINE";"0,25";"KG";"2,29";"9,16";"0";"0";"0";"2,29";"8017596124678";"HRANA"
"KRUH BEZ GLUTENA 300g";"014028401";"AMO ESSERE SENZA GLUTINE";"0,3";"KG";"2,29";"7,63";"0";"0";"0";"1,99";"8017596075543";"HRANA"
"KRUH BEZ KVASCA BIJELI 400g";"910103101";"NO BRAND";"0,4";"KG";"1,39";"3,48";"0";"0";"0";"1,45";"";"HRANA"
"KRUH BEZ KVASCA KUKUR.MIJEŠANI 400g";"910102901";"NO BRAND";"0,4";"KG";"1,55";"3,88";"0";"0";"0";"1,45";"";"HRANA"
"KRUH BEZ KVASCA SA SJEMENKAMA 400g";"910103001";"NO BRAND";"0,4";"KG";"1,39";"3,48";"0,99";"2,48";"1,39";"1,39";"";"HRANA"
"KRUH BIJELI REZANI PAK 650g";"910032001";"NO BRAND";"0,65";"KG";"1,29";"1,98";"0";"0";"0";"1,29";"3859892986124";"HRANA"
"KRUH CIABATTA KUKURUZNA MIJEŠ 300g";"910119601";"NO BRAND";"0,3";"KG";"0,99";"3,3";"0";"0";"0";"0,93";"3859890755449";"HRANA"
"KRUH DOMAÆI RUSTIKALNI BIJELI 420g";"910160301";"NO BRAND";"0,42";"KG";"1,59";"3,79";"0";"0";"0";"1,59";"";"HRANA"
"KRUH DURUM 400g.";"910080001";"NO BRAND";"0,4";"KG";"1,89";"4,73";"0";"0";"0";"1,89";"";"HRANA"
"KRUH INTEGRALNI 400g";"011840801";"TRE MULINI";"0,4";"KG";"0,99";"2,48";"0";"0";"0";"0,99";"8017596053039";"HRANA"
"KRUH KUKURUZ.MIJEŠANI REZ.PAK 500g";"910032201";"NO BRAND";"0,5";"KG";"1,49";"2,98";"0";"0";"0";"1,39";"3859892986230";"HRANA"
"KRUH PANJ 400g";"910131701";"NO BRAND";"0,4";"KG";"1,79";"4,48";"0";"0";"0";"1,79";"";"HRANA"
"KRUH PLANINSKI 500g";"910155901";"NO BRAND";"0,5";"KG";"1,39";"2,78";"0";"0";"0";"1,39";"";"HRANA"
"KRUH POLUBIJELI REZANI PAK 700g";"910032101";"NO BRAND";"0,7";"KG";"1,19";"1,7";"0";"0";"0";"1,19";"3859892986209";"HRANA"
"KRUH RAŽENI 600g";"910156001";"NO BRAND";"0,6";"KG";"1,89";"3,15";"1,29";"2,15";"1,89";"1,89";"";"HRANA"
"KRUH RAŽENI MIJEŠANI REZANI 500g";"910032301";"NO BRAND";"0,5";"KG";"1,29";"2,58";"0";"0";"0";"1,29";"3859892986056";"HRANA"
"KRUH S INTEGRALNIM BRAŠNOM 350g";"017070301";"TRE MULINI";"0,35";"KG";"1,29";"3,69";"0";"0";"0";"1,29";"8017596122506";"HRANA"
"KRUH SA SJEMENKAMA 400g";"910020201";"NO BRAND";"0,4";"KG";"1,99";"4,98";"0";"0";"0";"1,99";"8606018739004";"HRANA"
"KRUH SA SJEMENKAMA 400g";"910020201";"NO BRAND";"0,4";"KG";"1,99";"4,98";"0";"0";"0";"1,99";"3858885563496";"HRANA"
"KRUH SA SJEMENKAMA S KIS. TIJ. 450g";"910218001";"NO BRAND";"0,45";"KG";"1,99";"4,42";"0";"0";"0";"1,99";"";"HRANA"
"KRUH ZA HOT DOG 4/1 250g";"008878301";"TRE MULINI";"0,25";"KG";"0,99";"3,96";"0";"0";"0";"0,99";"4009249022831";"HRANA"
"KRUH ZA HOT DOG 4/1 250g";"008878301";"TRE MULINI";"0,25";"KG";"0,99";"3,96";"0";"0";"0";"0,99";"8017596013699";"HRANA"
"KRUH ZA SENDVIÈE 250g";"011555701";"TRE MULINI";"0,25";"KG";"1,29";"5,16";"0";"0";"0";"1,29";"8017596000910";"HRANA"
"KRUH ZA SENDVIÈE AMERICAN 750g";"012671901";"TRE MULINI";"0,75";"KG";"1,69";"2,25";"0";"0";"0";"1,69";"8017596062253";"HRANA"
"KRUH ZLATNI KORIJEN 300g";"910019901";"NO BRAND";"0,3";"KG";"1,55";"5,17";"0";"0";"0";"1,55";"";"HRANA"
"KRUMPIR 2kg";"080085201";"NO BRAND";"2";"KG";"1,29";"0,65";"0";"0";"0";"1,79";"9999999999994";"HRANA"
"KRUMPIR 2kg";"080085201";"NO BRAND";"2";"KG";"1,29";"0,65";"0";"0";"0";"1,79";"3859891443710";"HRANA"
"KRUMPIR 2kg";"080085201";"NO BRAND";"2";"KG";"1,29";"0,65";"0";"0";"0";"1,79";"3859891949717";"HRANA"
"KRUMPIR 2kg";"080085201";"NO BRAND";"2";"KG";"1,29";"0,65";"0";"0";"0";"1,79";"3859891088027";"HRANA"
"KRUMPIR 4kg";"080041101";"NO BRAND";"4";"KG";"4,99";"1,25";"0";"0";"0";"4,99";"9999999999994";"HRANA"
"KRUMPIR 4kg";"080041101";"NO BRAND";"4";"KG";"4,99";"1,25";"0";"0";"0";"4,99";"7225";"HRANA"
"KRUMPIR 4kg";"080041101";"NO BRAND";"4";"KG";"4,99";"1,25";"0";"0";"0";"4,99";"3859891949724";"HRANA"
"KRUMPIR 4kg";"080041101";"NO BRAND";"4";"KG";"4,99";"1,25";"0";"0";"0";"4,99";"3859891088973";"HRANA"
"KRUMPIR 4kg";"080041101";"NO BRAND";"4";"KG";"4,99";"1,25";"0";"0";"0";"4,99";"8028772001904";"HRANA"
"KRUMPIR 5kg";"080220301";"NO BRAND";"5";"KG";"3,99";"0,8";"0";"0";"0";"3,99";"3859891443208";"HRANA"
"KRUMPIR 5kg";"080220301";"NO BRAND";"5";"KG";"3,99";"0,8";"0";"0";"0";"3,99";"3859891949052";"HRANA"
"KRUMPIR 5kg";"080220301";"NO BRAND";"5";"KG";"3,99";"0,8";"0";"0";"0";"3,99";"3859891088058";"HRANA"
"KRUMPIR 5kg";"080220301";"NO BRAND";"5";"KG";"3,99";"0,8";"0";"0";"0";"3,99";"3859893051050";"HRANA"
"KRUMPIR REZANI PREDPRŽENI 1kg";"011395501";"DELIZIE DAL SOLE";"1";"KG";"2,69";"2,69";"0";"0";"0";"2,49";"8017596042378";"HRANA"
"KRUMPIR RFS";"080059201";"NO BRAND";"1";"KG";"0,89";"0,89";"0";"0";"0";"0,79";"";"HRANA"
"KRUMPIR ZA KUHANJE 3kg";"080185901";"NO BRAND";"3";"KG";"2,79";"0,93";"0";"0";"0";"2,79";"9999999999994";"HRANA"
"KRUMPIR ZA KUHANJE 3kg";"080185901";"NO BRAND";"3";"KG";"2,79";"0,93";"0";"0";"0";"2,79";"3859891088980";"HRANA"
"KRUMPIR ZA KUHANJE 3kg";"080185901";"NO BRAND";"3";"KG";"2,79";"0,93";"0";"0";"0";"2,79";"3859891443482";"HRANA"
"KRUMPIR ZA KUHANJE 3kg";"080185901";"NO BRAND";"3";"KG";"2,79";"0,93";"0";"0";"0";"2,79";"3859891949564";"HRANA"
"KRUMPIR ZA KUHANJE 3kg";"080185901";"NO BRAND";"3";"KG";"2,79";"0,93";"0";"0";"0";"2,79";"3859893051371";"HRANA"
"KRUMPIR ZA PEÈENJE 3kg";"080464701";"NO BRAND";"3";"KG";"2,79";"0,93";"0";"0";"0";"2,79";"3859891088997";"HRANA"
"KRUMPIR ZA PEÈENJE 3kg";"080464701";"NO BRAND";"3";"KG";"2,79";"0,93";"0";"0";"0";"2,79";"3859891443314";"HRANA"
"KRUMPIR ZA PEÈENJE 3kg";"080464701";"NO BRAND";"3";"KG";"2,79";"0,93";"0";"0";"0";"2,79";"3859891443475";"HRANA"
"KRUMPIR ZA PEÈENJE 3kg";"080464701";"NO BRAND";"3";"KG";"2,79";"0,93";"0";"0";"0";"2,79";"3859891949571";"HRANA"
"KRUMPIR ZA PEÈENJE 3kg";"080464701";"NO BRAND";"3";"KG";"2,79";"0,93";"0";"0";"0";"2,79";"3859893051364";"HRANA"
"KRUMPIROV DOMAÆI KRUH 400g";"910020301";"NO BRAND";"0,4";"KG";"1,15";"2,88";"0";"0";"0";"1,15";"";"HRANA"
"KRUMPIROVO PECIVO 80g";"910208401";"NO BRAND";"0,08";"KG";"0,25";"3,13";"0";"0";"0";"0,35";"";"HRANA"
"KRUŠKA 1 kg";"080012601";"NO BRAND";"1";"KG";"1,99";"1,99";"0";"0";"0";"1,99";"9999999999994";"HRANA"
"KRUŠKA 1 kg";"080012601";"NO BRAND";"1";"KG";"1,99";"1,99";"0";"0";"0";"1,99";"3858885875100";"HRANA"
"KRUŠKA 1 kg";"080012601";"NO BRAND";"1";"KG";"1,99";"1,99";"0";"0";"0";"1,99";"3830050933846";"HRANA"
"KRUŠKA 1 kg";"080012601";"NO BRAND";"1";"KG";"1,99";"1,99";"0";"0";"0";"1,99";"3859893818264";"HRANA"
"KRUŠKA 1 kg";"080012601";"NO BRAND";"1";"KG";"1,99";"1,99";"0";"0";"0";"1,99";"3859893818295";"HRANA"
"KRUŠKA ABATA rfz";"080026101";"NO BRAND";"1";"KG";"2,49";"2,49";"0";"0";"0";"2,29";"";"HRANA"
"KRUŠKA LIMONERA";"080160102";"NO BRAND";"1";"KG";"2,49";"2,49";"0";"0";"0";"1,99";"";"HRANA"
"KRUŠKA WILLIAMS rfz";"080027201";"NO BRAND";"1";"KG";"2,49";"2,49";"0";"0";"0";"1,99";"";"HRANA"
"KRUŠKOVAC 25% 1000ml";"910009501";"NO BRAND";"1";"LT";"7,85";"7,85";"0";"0";"0";"7,85";"3850164243396";"PIÆE"
"KRUŠNE MRVICE 500g";"017123501";"TRE MULINI";"0,5";"KG";"0,99";"1,98";"0";"0";"0";"0,99";"8017596121493";"HRANA"
"KRUŠNE MRVICE BEZ GLUTENA 250g";"017418101";"AMO ESSERE SENZA GLUTINE";"0,25";"KG";"1,09";"4,36";"0";"0";"0";"1,09";"8017596123961";"HRANA"
"KRVAVICE";"016096701";"NO BRAND";"1";"KG";"6,89";"6,89";"0";"0";"0";"6,89";"";"HRANA"
"KRVAVICE";"070099001";"NO BRAND";"1";"KG";"6,89";"6,89";"0";"0";"0";"6,89";"";"HRANA"
"KUHANI SLANUTAK 350g";"080587501";"NO BRAND";"0,35";"KG";"1,59";"4,54";"0";"0";"0";"1,59";"3859891496839";"HRANA"
"KUKURUZ KOKIÈAR 500g";"080084701";"NO BRAND";"0,5";"KG";"1,09";"2,18";"0";"0";"0";"0,99";"9999999999994";"HRANA"
"KUKURUZ KOKIÈAR 500g";"080084701";"NO BRAND";"0,5";"KG";"1,09";"2,18";"0";"0";"0";"0,99";"8020204327378";"HRANA"
"KUKURUZ KOKIÈAR 500g";"080084701";"NO BRAND";"0,5";"KG";"1,09";"2,18";"0";"0";"0";"0,99";"9999999999994";"HRANA"
"KUKURUZ KOKIÈAR 500g";"080084701";"NO BRAND";"0,5";"KG";"1,09";"2,18";"0";"0";"0";"0,99";"3870885000368";"HRANA"
"KUKURUZ PRŽENI I SLANI 250g";"009834901";"MISTER SIBAMBA";"0,25";"KG";"1,19";"4,76";"0";"0";"0";"0,89";"8017596015778";"HRANA"
"KUKURUZ PRŽENI SLANI 125g";"080111601";"NO BRAND";"0,125";"KG";"0,99";"7,92";"0";"0";"0";"0,99";"9999999999994";"HRANA"
"KUKURUZ PRŽENI SLANI 125g";"080111601";"NO BRAND";"0,125";"KG";"0,99";"7,92";"0";"0";"0";"0,99";"8005912002359";"HRANA"
"KUKURUZ SLATKI 340g/285g";"015765901";"DELIZIE DAL SOLE";"0,285";"KG";"1,19";"4,18";"0";"0";"0";"1,09";"8017596108258";"HRANA"
"KUKURUZ SLATKI 3X150g/420g";"012064501";"DELIZIE DAL SOLE";"0,42";"KG";"2,29";"5,45";"0";"0";"0";"2,09";"8017596013965";"HRANA"
"KUKURUZ SLATKI 3X150g/420g";"012064501";"DELIZIE DAL SOLE";"0,42";"KG";"2,29";"5,45";"0";"0";"0";"2,09";"8017596115232";"HRANA"
"KUKURUZ ŠEÆERAC 400g";"080498101";"NO BRAND";"0,4";"KG";"1,99";"4,98";"0";"0";"0";"1,99";"3859891493371";"HRANA"
"KUKURUZNI KREKER BIO 120g";"018701601";"NO BRAND";"0,12";"KG";"0,99";"8,25";"0";"0";"0";"0,99";"8017759648294";"HRANA"
"KUKURUZNI MIJEŠANI 400g";"910019701";"NO BRAND";"0,4";"KG";"1,99";"4,98";"0";"0";"0";"1,99";"8606018738960";"HRANA"
"KUKURUZNI ŠKROB 250g";"012994101";"TRE MULINI";"0,25";"KG";"0,99";"3,96";"0";"0";"0";"0,99";"8017596069030";"HRANA"
"KUKURUZNO CIABATTA PECIVO 100g";"910215501";"NO BRAND";"0,1";"KG";"0,35";"3,5";"0";"0";"0";"0,35";"";"HRANA"
"KULEN 100g";"910014601";"PUTOVANJE KROZ OKUSE";"0,1";"KG";"2,49";"24,9";"0";"0";"0";"2,49";"3850133811441";"HRANA"
"KULEN 100g";"910014601";"PUTOVANJE KROZ OKUSE";"0,1";"KG";"2,49";"24,9";"0";"0";"0";"2,49";"8017596138057";"HRANA"
"KULEN GOVEÐI 460g";"900387801";"MEAT APPETIT";"0,46";"KG";"6,99";"15,2";"0";"0";"0";"6,99";"3830042431596";"HRANA"
"KULEN GOVEÐI 460g";"900387801";"MEAT APPETIT";"0,46";"KG";"6,99";"15,2";"0";"0";"0";"6,99";"3830041600450";"HRANA"
"KULEN GOVEÐI 460g";"900387801";"MEAT APPETIT";"0,46";"KG";"6,99";"15,2";"0";"0";"0";"6,99";"8017596130143";"HRANA"
"KULEN RAVNI 100g";"910211901";"PUTOVANJE KROZ OKUSE";"0,1";"KG";"1,99";"19,9";"0";"0";"0";"1,99";"8017596138040";"HRANA"
"KULEN TRADICIONALNI";"910014501";"PUTOVANJE KROZ OKUSE";"1";"KG";"20,99";"20,99";"0";"0";"0";"20,99";"";"HRANA"
"KUMIN SJEMENKE 30g";"900332801";"NO BRAND";"0,03";"KG";"0,89";"29,67";"0";"0";"0";"0,89";"8002136026338";"HRANA"
"KUNIÆ BEZ GLAVE RASJEÈEN";"070206901";"NO BRAND";"1";"KG";"10,79";"10,79";"0";"0";"0";"10,79";"";"HRANA"
"KUNIÆ S GLAVOM";"070206801";"NO BRAND";"1";"KG";"9,49";"9,49";"0";"0";"0";"9,49";"";"HRANA"
"KUNIÆ S GLAVOM";"910116001";"NO BRAND";"1";"KG";"10,67";"10,67";"0";"0";"0";"10,67";"";"HRANA"
"KUPINA 125g";"080016702";"NO BRAND";"0,125";"KG";"2,99";"23,92";"0";"0";"0";"2,99";"9999999999994";"HRANA"
"KUPINA 125g";"080016702";"NO BRAND";"0,125";"KG";"2,99";"23,92";"0";"0";"0";"2,99";"3858885875513";"HRANA"
"KUPINA 125g";"080016702";"NO BRAND";"0,125";"KG";"2,99";"23,92";"0";"0";"0";"2,99";"3859893161032";"HRANA"
"KUPINA 125g";"080016702";"NO BRAND";"0,125";"KG";"2,99";"23,92";"0";"0";"0";"2,99";"8436588100917";"HRANA"
"KUPINA 125g";"080016702";"NO BRAND";"0,125";"KG";"2,99";"23,92";"0";"0";"0";"2,99";"8058056197665";"HRANA"
"KUPUS BIJELI rfz";"080054901";"NO BRAND";"1";"KG";"0,69";"0,69";"0,39";"0,39";"0,69";"0,99";"";"HRANA"
"KUPUS CRVENI rfz";"080055001";"NO BRAND";"1";"KG";"0,79";"0,79";"0";"0";"0";"1,49";"";"HRANA"
"KUPUS KINESKI rfz";"080055101";"NO BRAND";"1";"KG";"1,79";"1,79";"0";"0";"0";"1,69";"";"HRANA"
"KUPUS KISELI  MIX ZA SARMU 1kg";"080465101";"NO BRAND";"1";"KG";"3,59";"3,59";"0";"0";"0";"3,39";"3859891493098";"HRANA"
"KUPUS KISELI  REZANI  OGULIN 500g.";"080465201";"NO BRAND";"0,5";"KG";"1";"2";"0";"0";"0";"1";"3859891493036";"HRANA"
"KUPUS KISELI GLAVE MADIG rfz";"080531901";"NO BRAND";"1";"KG";"1,99";"1,99";"0";"0";"0";"1,99";"";"HRANA"
"KUPUS KISELI GLAVE VARAŽDIN rfz";"080532001";"NO BRAND";"1";"KG";"1,99";"1,99";"0";"0";"0";"1,99";"";"HRANA"
"KUPUS KISELI REZANI VAR. 500g";"080465301";"NO BRAND";"0,5";"KG";"0,99";"1,98";"0";"0";"0";"0,99";"3859889634021";"HRANA"
"KUPUS RIBANI 250g";"080601001";"NO BRAND";"0,25";"KG";"0,99";"3,96";"0";"0";"0";"0,89";"3858893250395";"HRANA"
"KUPUS ZA KISELJENJE 15kg";"080465801";"NO BRAND";"15";"KG";"12,99";"0,87";"0";"0";"0";"12,99";"";"HRANA"
"KURKUMA 30g";"014697501";"DON JEREZ";"0,03";"KG";"0,99";"33";"0";"0";"0";"0,99";"24100144";"HRANA"
"KURKUMA MLJEVENA  80g";"080281501";"NO BRAND";"0,08";"KG";"2,29";"28,63";"0";"0";"0";"2,29";"8020204327309";"HRANA"
"KUS KUS 1kg";"010260301";"TRE MULINI";"1";"KG";"2,29";"2,29";"0";"0";"0";"2,29";"8017596078568";"HRANA"
"KUS KUS S POVRÈEM 130g";"017222801";"TRE MULINI";"0,13";"KG";"1,09";"8,38";"0";"0";"0";"1,09";"8017596100696";"HRANA"
"KUS KUS S POVRÈEM 220g";"017014701";"AMO ESSERE VEG";"0,22";"KG";"1,99";"9,05";"0";"0";"0";"1,99";"8017596119858";"HRANA"
"KUS KUS S POVRÈEM 220g";"017014701";"AMO ESSERE VEG";"0,22";"KG";"1,99";"9,05";"0";"0";"0";"1,99";"8017596127518";"HRANA"
"KVASAC SUHI PRIRODNI 3kom 105g";"016551401";"TRE MULINI";"0,105";"KG";"1,79";"17,05";"0";"0";"0";"1,59";"8017596117229";"HRANA"
"KVASAC SUHI PRIRODNI 3kom 105g";"016551401";"TRE MULINI";"0,105";"KG";"1,79";"17,05";"0";"0";"0";"1,59";"8018211903418";"HRANA"
"KVINOJA 500g";"080350501";"NO BRAND";"0,5";"KG";"2,69";"5,38";"0";"0";"0";"2,69";"8020204327392";"HRANA"
"LAK ZA KOSU EKSTRA JAK 400ml";"018566601";"NEAR YOUR XXX";"0,4";"LT";"1,98";"4,95";"0";"0";"0";"1,98";"8017596138231";"KOZMETIKA"
"LAMPION 48h";"910146701";"NO BRAND";"1";"PZ";"1,59";"1,59";"0";"0";"0";"1,59";"3858883233674";"PROIZVODI ZA KUÆANSTVO"
"LAMPION 5 DANA";"900143901";"NO BRAND";"1";"PZ";"2,69";"2,69";"1,99";"1,99";"2,69";"2,69";"8017596019585";"PROIZVODI ZA KUÆANSTVO"
"LAMPION 5 DANA";"900143901";"NO BRAND";"1";"PZ";"2,69";"2,69";"1,99";"1,99";"2,69";"2,69";"3830015023421";"PROIZVODI ZA KUÆANSTVO"
"LAMPION ELEKTRIÈNI 60 DANA";"900121701";"NO BRAND";"1";"PZ";"2,99";"2,99";"0";"0";"0";"2,99";"8017596054555";"PROIZVODI ZA KUÆANSTVO"
"LAMPION MALI 38h VIŠE VRSTA";"910146601";"NO BRAND";"1";"PZ";"0,99";"0,99";"0,79";"0,79";"0,99";"0,99";"3858883230673";"PROIZVODI ZA KUÆANSTVO"
"LAMPION SPIRALNI VELIKI";"900039701";"NO BRAND";"1";"PZ";"2,19";"2,19";"1,69";"1,69";"2,19";"2,19";"8017596014771";"PROIZVODI ZA KUÆANSTVO"
"LAMPION SRCE 2 DANA VIŠE VRSTA";"900560701";"NO BRAND";"1";"PZ";"1,99";"1,99";"0";"0";"0";"1,99";"3830015021380";"PROIZVODI ZA KUÆANSTVO"
"LASAGNE OD DURUM PŠENICE 500g";"009583801";"NO BRAND";"0,5";"KG";"1,49";"2,98";"0";"0";"0";"1,49";"8003541000050";"HRANA"
"LASAGNE OD DURUM PŠENICE 500g";"009583801";"NO BRAND";"0,5";"KG";"1,49";"2,98";"0";"0";"0";"1,49";"8016060412006";"HRANA"
"LASAGNE S JAJIMA 500g";"008934801";"TRE MULINI";"0,5";"KG";"1,79";"3,58";"0";"0";"0";"1,79";"8017596002655";"HRANA"
"LAZANJE BOLOGNESE 1kg";"016079901";"TRE MULINI";"1";"KG";"5,49";"5,49";"0";"0";"0";"5,29";"8002473015415";"HRANA"
"LAZANJE BOLOGNESE 1kg";"016079901";"TRE MULINI";"1";"KG";"5,49";"5,49";"0";"0";"0";"5,29";"8017596112347";"HRANA"
"LAZANJE BOLOGNESE 400g";"011106401";"TRE MULINI";"0,4";"KG";"2,79";"6,98";"0";"0";"0";"2,69";"8001439017197";"HRANA"
"LAZANJE BOLOGNESE 400g";"011106401";"TRE MULINI";"0,4";"KG";"2,79";"6,98";"0";"0";"0";"2,69";"8017596051462";"HRANA"
"LAZANJE BOLOGNESE 600g";"016570701";"TRE MULINI";"0,6";"KG";"3,49";"5,82";"0";"0";"0";"3,49";"8017596046062";"HRANA"
"LAZANJE S JAJIMA 500g";"010182601";"TRE MULINI";"0,5";"KG";"1,99";"3,98";"0";"0";"0";"1,99";"8017596014948";"HRANA"
"LAZANJE S JAJIMA 500g";"010182601";"TRE MULINI";"0,5";"KG";"1,99";"3,98";"0";"0";"0";"1,99";"8017596102331";"HRANA"
"LED KONZUMNI 1kg";"910195101";"NO BRAND";"1";"KG";"1,69";"1,69";"0";"0";"0";"1,69";"8717953068521";"HRANA"
"LED KONZUMNI 1kg";"910195101";"NO BRAND";"1";"KG";"1,69";"1,69";"0";"0";"0";"1,69";"8717953068538";"HRANA"
"LEDENA KAVA CAPPUCCINO 250ml";"017122601";"DON JEREZ";"0,25";"LT";"1,09";"4,36";"0";"0";"0";"1,09";"24101394";"HRANA"
"LEDENA KAVA ESPRESSO 250ml";"017122701";"DON JEREZ";"0,25";"LT";"1,09";"4,36";"0";"0";"0";"1,09";"24101387";"HRANA"
"LEDENA KAVA LATTE MACCHIATO 250ml";"018080901";"DON JEREZ";"0,25";"LT";"1,09";"4,36";"0";"0";"0";"1,09";"24103183";"HRANA"
"LEDENI ÈAJ BRESKVA 1,5l";"008516901";"BLUES";"1,5";"LT";"1,25";"0,83";"0";"0";"0";"1,05";"8017596005014";"PIÆE"
"LEDENI ÈAJ BRESKVA 500ml";"007197702";"BLUES";"0,5";"LT";"0,69";"1,38";"0";"0";"0";"0,59";"8017596073037";"PIÆE"
"LEDENI ÈAJ BRESKVA 500ml";"007197702";"BLUES";"0,5";"LT";"0,69";"1,38";"0";"0";"0";"0,59";"8017596005694";"PIÆE"
"LEDENI ÈAJ BRESKVA/LIMUN ZERO 1.5l";"015421801";"BLUES";"1,5";"LT";"0,89";"0,59";"0";"0";"0";"0,89";"8017596011299";"PIÆE"
"LEDENI ÈAJ BRESKVA/LIMUN ZERO 1.5l";"015421801";"BLUES";"1,5";"LT";"0,89";"0,59";"0";"0";"0";"0,89";"8017596011305";"PIÆE"
"LEDENI ÈAJ LIMUN 1,5l";"008517001";"BLUES";"1,5";"LT";"1,15";"0,77";"0";"0";"0";"1,05";"8017596005007";"PIÆE"
"LEDENI ÈAJ LIMUN 500ml";"007197701";"BLUES";"0,5";"LT";"0,69";"1,38";"0";"0";"0";"0,59";"8017596073020";"PIÆE"
"LEDENI ÈAJ LIMUN 500ml";"007197701";"BLUES";"0,5";"LT";"0,69";"1,38";"0";"0";"0";"0,59";"8017596005656";"PIÆE"
"LEDENI ÈAJ ŠUMSKO VOÈE 1500ml";"910126301";"NO BRAND";"1,5";"LT";"1,15";"0,77";"0";"0";"0";"1,05";"3858893550761";"PIÆE"
"LEDENI ŠTAPIÆ NARANÈA 105ml 100g";"910111901";"NO BRAND";"0,1";"KG";"0,69";"6,9";"0";"0";"0";"0,69";"5310079000364";"HRANA"
"LEDENI ŠTAPIÆI MIX 840g";"015964001";"DOLCIANDO";"0,84";"KG";"2,99";"3,56";"0";"0";"0";"2,99";"8017596043443";"HRANA"
"LEÆA CRVENA MIGNON 500g";"014533601";"DELIZIE DAL SOLE";"0,5";"KG";"1,19";"2,38";"0";"0";"0";"1,19";"8017596000583";"HRANA"
"LEÆA ZELENA 400g/240g";"010430001";"DELIZIE DAL SOLE";"0,24";"KG";"0,59";"2,46";"0";"0";"0";"0,59";"8017596014825";"HRANA"
"LEÆA ZELENA 500g";"013797101";"DELIZIE DAL SOLE";"0,5";"KG";"1,19";"2,38";"0";"0";"0";"1,19";"8017596000576";"HRANA"
"LIGNJA PATAGONIA 500g";"910029201";"NO BRAND";"0,5";"KG";"8,49";"16,98";"6,99";"13,98";"8,49";"8,39";"3858891990897";"HRANA"
"LIGNJE 400g";"900478901";"NO BRAND";"0,4";"KG";"6,49";"16,23";"0";"0";"0";"5,99";"3858891044224";"HRANA"
"LIGNJE KOLUTICI I KRAKOVI 400g";"016038001";"ONDINA";"0,4";"KG";"5,99";"14,98";"0";"0";"0";"5,49";"8017596040503";"HRANA"
"LIGNJUN KOLUTIÆI 500g";"014811501";"ONDINA";"0,5";"KG";"6,59";"13,18";"0";"0";"0";"6,59";"8017596040534";"HRANA"
"LIGNJUN KOLUTIÆI 500g";"014811501";"ONDINA";"0,5";"KG";"6,59";"13,18";"0";"0";"0";"6,59";"8420567018645";"HRANA"
"LIJEPA NISKA";"014306401";"NO BRAND";"1";"PZ";"0,59";"0,59";"0";"0";"0";"0,59";"8001553803522";"HRANA"
"LIKER CREAM DOHERTY 17% 700ml";"011411801";"NO BRAND";"0,7";"LT";"7,02";"10,03";"0";"0";"0";"7,02";"8001500008277";"PIÆE"
"LIKER CREAM DOHERTY 17% 700ml";"011411801";"NO BRAND";"0,7";"LT";"7,02";"10,03";"0";"0";"0";"7,02";"8001500009281";"PIÆE"
"LIKER LIMONCINO 22% 700ml";"011318501";"NO BRAND";"0,7";"LT";"5,99";"8,56";"0";"0";"0";"5,99";"8009710091300";"PIÆE"
"LIKER OD BOROVNICE 20% 1000ml";"910009401";"NO BRAND";"1";"LT";"7,99";"7,99";"0";"0";"0";"7,99";"3850164243419";"PIÆE"
"LIKER OD LJEŠNJAKA 20% 700ml";"910205201";"NO BRAND";"0,7";"LT";"9,99";"14,27";"0";"0";"0";"8,99";"3858891544922";"PIÆE"
