NAZIV,SIFRA,MARKA,NETO_KOLICINA,JED_MJERE,MPC,CIJENA_PO_MJERI,POSEBNA_PRODAJA,NAJNIZA_30_DANA,SIDRENA_02_05,BARKOD,KATEGORIJA
"150G ZOTT JOGOB CLAS JOGURT",221915,"ZOTT","150 G","KG",.66,4.4,,.66,.66,4014500503646,"hrana"
"150G ZOTT JOGOB CLAS JOGURT",263292,"ZOTT","3000 G","KG",13.25,4.42,,13.25,13.25,4014500116273,"hrana"
"180G 'Z BREGOV JOGURT 2,8%",249297,"'Z BREGOV","180 G","KG",.44,2.44,,.44,.44,3850108030136,"hrana"
"330G B.AKTIV JOGURT LGG JAGODA",250845,"B.AKTIV","330 G","KG",1.66,5.03,,1.59,1.59,3850354015864,"hrana"
"330G B.AKTIV LGG SMOOTHIE BOR/BANA",250846,"B.AKTIV","330 G","KG",2.08,6.3,,1.9,1.9,3850354015888,"hrana"
"330G B.AKTIV LGG SMOOTHIE BOR/BANA",263094,"B.AKTIV","3960 G","KG",22.15,5.59,,22.15,22.15,3850354016526,"hrana"
"330G B.AKTIV LGG SMOOTHIE JAG/ANAN",250847,"B.AKTIV","330 G","KG",2.08,6.3,,1.9,1.9,3850354015901,"hrana"
"330G B.AKTIV LGG SMOOTHIE JAG/ANAN",263095,"B.AKTIV","3960 G","KG",22.15,5.59,,22.15,22.15,3850354016540,"hrana"
"1KG DUKAT VOĆNI JOGURT JAGODA PET",250851,"DUKAT","1000 G","KG",2.35,2.35,,2.35,2.35,3850354016045,"hrana"
"1KG DUKAT VOĆNI JOGURT ŠUM.VOĆE PET",250852,"DUKAT","1000 G","KG",2.33,2.33,,2.33,2.33,3850354016052,"hrana"
"330G B.AKTIV LGG PET",250877,"B.AKTIV","330 G","KG",1.54,4.67,,1.46,1.46,3850354015833,"hrana"
"330G B.AKTIV LGG PET",263093,"B.AKTIV","3960 G","KG",18.45,4.66,,17.55,17.55,3850354015963,"hrana"
"1KG B.AKTIV JOGURT LGG PET",250878,"B.AKTIV","1000 G","KG",2.71,2.71,,2.71,2.71,3850354015819,"hrana"
"330G B.AKTIV JOG.LGG ACAI MIX",250879,"B.AKTIV","330 G","KG",1.71,5.18,,1.66,1.66,3850354015840,"hrana"
"150G X3 B.AKTIV JOGURT LGG",253796,"DUKAT","450 G","KG",2,4.44,,2,2,3850354008828,"hrana"
"900G ARO ČVRSTI JOGURT 3,2% MM",260374,"ARO","900 G","KG",1.74,1.93,,1.74,1.74,3856024706711,"hrana"
"400G MYTHOS GRČKI JOGURT 10%MM",262055,"MYTHOS","400 G","KG",1.11,2.78,,1.11,1.11,3831051015326,"hrana"
"150G ZBREGOV JOGURT DRINK MIX",262733,"'Z BREGOV","150 G","KG",.56,3.73,,.56,.56,3850108037494,"hrana"
"150G ZBREGOV VOĆNI JOGURT MIX",262736,"'Z BREGOV","150 G","KG",.56,3.73,,.56,.56,3850108037760,"hrana"
"150G ZBREGOV VOĆNI JOGURT MIX",262737,"'Z BREGOV","3000 G","KG",11.25,3.75,,11.25,11.25,3850108837766,"hrana"
"150GR DUKATOS NATUR JOG.",267390,"DUKAT","150 G","KG",1.03,6.87,,.94,.94,3850354009726,"hrana"
"150GR DUKATOS NATUR JOG.",267391,"DUKAT","900 G","KG",6.15,6.83,,5.48,5.48,3850354009733,"hrana"
"5KG ARO TEK JOGURT 2,8% MM",270084,"ARO","5000 G","KG",6.24,1.25,,6.24,6.24,3856024711524,"hrana"
"400G BIO SOJADE NATURAL",254742,"SOJADE","400 G","KG",2.69,6.73,,2.69,2.61,3273227081023,"hrana"
"400G BIO SOJADE ZAMJ.ZA JO GRČ",254748,"SOJADE","400 G","KG",3.49,8.73,,3.49,3.49,3273220182574,"hrana"
"180G MEGGLE TEK. JOGURT 2,8%",43869,"MEGGLE","180 G","KG",.41,2.28,,.41,.41,3870085030028,"hrana"
"180G DUKAT TEK JOGURT 2,8%",55671,"DUKAT","180 G","KG",.44,2.44,,.44,.44,3850354000921,"hrana"
"180G DUKAT TEK JOGURT 2,8%",49318,"DUKAT","3600 G","KG",8.75,2.43,,8.75,8.75,3850354000938,"hrana"
"180G ARO TEK.JOGURT 2,8%",224155,"ARO","180 G","KG",.38,2.11,,.38,.38,3858889629815,"hrana"
"180G ARO TEK.JOGURT 2,8%",224156,"ARO","3600 G","KG",7.5,2.08,,7.5,7.5,3850108830712,"hrana"
"1L Z'BREGOV JOGURT 2,8% PET",250820,"'Z BREGOV","1 L","L",2.29,2.29,,2.21,2.21,3850108037388,"hrana"
"1L Z'BREGOV JOGURT 2,8% PET",260255,"'Z BREGOV","6 L","L",13.73,2.29,,13.28,13.28,3850108837384,"hrana"
"1750G Z'BREGOV JOG 2.8%MM PET",250804,"'Z BREGOV","1750 G","KG",3.96,2.26,,3.96,3.84,3850108037265,"hrana"
"500G Z'BREGOV JOGURT 2,8% PET",250818,"'Z BREGOV","500 G","KG",1.79,3.58,,1.66,1.55,3850108037371,"hrana"
"1KG ARO TEKUĆI JOGURT 2,8%",250862,"ARO","1000 G","KG",1.59,1.59,,1.59,1.59,3856024703734,"hrana"
"1KG ARO TEKUĆI JOGURT 2,8%",250863,"ARO","6000 G","KG",9.53,1.59,,9.53,9.53,3856024703741,"hrana"
"330G DUKAT TEK JOGURT 2,8% PET",250876,"DUKAT","330 G","KG",1.46,4.42,,1.33,1.33,3850354016007,"hrana"
"330G DUKAT TEK JOGURT 2,8% PET",263096,"DUKAT","2640 G","KG",11,4.17,11,10.04,10.04,3850354016625,"hrana"
"330G DUKAT TEK JOGURT 2,8% PET",268115,"DUKAT","3960 G","KG",16.5,4.17,,14.94,14.94,3850354018858,"hrana"
"1,5KG DUKAT TEK. JOG. 2.8% PET",250882,"DUKAT","1500 G","KG",3.21,2.14,,2.98,2.96,3850354016038,"hrana"
"1KG DUKAT TEK. JOGURT 2,8%PET",250993,"DUKAT","1000 G","KG",2.25,2.25,,2.25,2.25,3850354016021,"hrana"
"1KG DUKAT TEK. JOGURT 2,8%PET",250994,"DUKAT","6000 G","KG",13.1,2.18,,13.1,13.1,3850354016649,"hrana"
"300G Z'BREGOV KIS. VRH. ZA SIR",2189,"'Z BREGOV","300 G","KG",1.94,6.47,,1.81,1.81,3850108036480,"hrana"
"200G Z'BREGOV KIS. VRHNJE 20%",19153,"'Z BREGOV","200 G","KG",1.44,7.2,,1.31,1.31,3850108033106,"hrana"
"200G BRZO&FINO KIS. VRHNJE 20%",59423,"DUKAT","200 G","KG",1.24,6.2,,1.24,1.24,3850354002055,"hrana"
"200G BRZO&FINO KIS. VRHNJE 20%",59592,"DUKAT","4000 G","KG",24.75,6.19,,24.75,24.75,3850354002062,"hrana"
"400G B&F MILERAM 22%",59424,"DUKAT","400 G","KG",2.19,5.48,,2.19,2.19,3850354009900,"hrana"
"900G BRZO&FINO KIS. VRHNJE 20%",124369,"BRZO & FINO","900 G","KG",3.86,4.29,,3.86,3.86,3850354009887,"hrana"
"900G BRZO&FINO KIS. VRHNJE 12%",124387,"DUKAT","900 G","KG",3.49,3.88,,3.49,3.49,3850354009863,"hrana"
"2KG Z'BREGOV KIS.VRH. KUH. 20%",167859,"'Z BREGOV","2000 G","KG",8.56,4.28,,8.56,8.56,3850108033151,"hrana"
"200GX3 BRZO&FINO KIS. VRH. 12%",187444,"DUKAT","600 G","KG",2.4,4,,2.4,2.4,3850354006336,"hrana"
"200GX3 BRZO&FINO KIS. VRH. 12%",260640,"DUKAT","3600 G","KG",14.4,4,,14.4,14.4,3850354006343,"hrana"
"900G Z'BREGOV MILERAM 22%",214886,"'Z BREGOV","900 G","KG",4.49,4.99,,4.49,4.49,3850108036398,"hrana"
"900G Z'BREGOV KIS VRHNJE 25%",214887,"'Z BREGOV","900 G","KG",4.61,5.12,,4.61,4.61,3850108036411,"hrana"
"900G ARO KIS VRHNJE 12%",245896,"ARO","900 G","KG",3.11,3.46,,3.11,3.11,3856024702188,"hrana"
"900G ARO KIS VRHNJE 12%",260399,"ARO","5400 G","KG",18.68,3.46,,18.68,18.68,3856024702218,"hrana"
"180G ARO KIS VRHNJE 12%",245898,"ARO","180 G","KG",.63,3.5,,.63,.63,3856024702171,"hrana"
"180G ARO KIS VRHNJE 12%",247302,"ARO","3600 G","KG",12.5,3.47,,12.5,12.5,3856024702201,"hrana"
"450G KIS VRHNJE 30%",255019,"VERONIKA","450 G","KG",2.55,5.67,,2.55,2.55,3859889622530,"hrana"
"900G MC MILERAM 22%",260396,"METRO CHEF","900 G","KG",3.74,4.16,,3.74,3.74,3856024706735,"hrana"
"5KG ARO KISELO VRHNJE 12%",269345,"ARO","5000 G","KG",14.99,3,,14.99,14.99,3856024710305,"hrana"
"5KG MC KISELO VRHNJE 20%",269346,"METRO CHEF","5000 G","KG",16.24,3.25,,16.24,16.24,3856024710282,"hrana"
"900G MC KISELO VRHNJE 20%",269347,"METRO CHEF","900 G","KG",3.61,4.01,,3.61,3.61,3856024710251,"hrana"
"900G MC KISELO VRHNJE 20%",269348,"METRO CHEF","5400 G","KG",21.74,4.03,,21.74,21.74,3856024710268,"hrana"
"500G PRESIDENT MLADI KAJMAK",196336,"PRÉSIDENT","500 G","KG",6.74,13.48,,6.74,6.74,8606002110901,"hrana"
"900G SAVINJSKI MLADI KAJMAK",203039,"","900 G","KG",9.36,10.4,,9.36,9.11,3830060750419,"hrana"
"900G MC MLADI KAJMAK",237897,"METRO CHEF","900 G","KG",9.11,10.12,,9.11,8.74,3858891668673,"hrana"
"250G PRESIDENT MLADI KAJMAK",243344,"PRÉSIDENT","250 G","KG",4.36,17.44,,3.86,3.74,8606002110895,"hrana"
"1000G VERONIKA KAJMAK",255074,"VERONIKA","1000 G","KG",9.99,9.99,,9.99,9.99,3859889622295,"hrana"
"500G B&F VRHNJE KUH 20%",4096,"DUKAT","500 G","KG",2.86,5.72,,2.86,2.86,3850354017158,"hrana"
"500G B&F VRHNJE KUH 20%",95401,"DUKAT","8000 G","KG",40.31,5.04,40.31,40.31,40.31,3850354001270,"hrana"
"500G B&F VRHNJE ŠLAG 33%",4104,"DUKAT","500 G","KG",3.49,6.98,,3.49,3.49,3850354001348,"hrana"
"500G B&F VRHNJE ŠLAG 33%",114462,"DUKAT","8000 G","KG",55.8,6.98,,55.8,55.8,3850354001355,"hrana"
"250ML MEGGLE ŠLAG SPREJ 21%",16617,"MEGGLE",".25 L","L",3.19,12.76,,2.99,2.86,8585002595065,"hrana"
"500ML Z'BREGOV VRHNJE ŠLAG",19159,"'Z BREGOV",".5 L","L",4.06,8.12,,4.06,4.06,3850108033663,"hrana"
"1L CREME PATISSERIE 25%",39171,"MEGGLE","1 L","L",3.36,3.36,,3.36,3.36,4034900027733,"hrana"
"1L CREME PATISSERIE 25%",260576,"MEGGLE","12 L","L",40.35,3.36,,40.35,40.35,4034900127730,"hrana"
"1KG B&F VRHNJE KUH 20%",115529,"DUKAT","1000 G","KG",4.36,4.36,,4.36,4.36,3850354017257,"hrana"
"1KG B&F VRHNJE KUH 20%",238424,"DUKAT","12000 G","KG",52.35,4.36,,52.35,52.35,3850354017264,"hrana"
"1L MEGGLE VRHNJE KUH 20%",136031,"MEGGLE","1 L","L",4.61,4.61,,4.61,4.61,3870085020739,"hrana"
"3X200G B&F VRHNJE KUH 20%",174718,"DUKAT","600 G","KG",3.74,6.23,,3.74,3.74,3850354007975,"hrana"
"3X200G B&F VRHNJE KUH 20%",260325,"DUKAT","4200 G","KG",26.16,6.23,,26.16,26.16,3850354007982,"hrana"
"500G MC ŠLAG SPREJ 35%",178777,"METRO CHEF","500 G","KG",4.99,9.98,,4.99,4.99,4337182253631,"hrana"
"250ML ARO ŠLAG SPREJ 30%",180193,"ARO","250 G","KG",2.19,8.76,,2.19,2.19,4337182253679,"hrana"
"1KG QIMIQ VRHNJE CLASS VANILLA",201504,"QIMIQ","1000 G","KG",8.74,8.74,,8.74,8.74,9006286001114,"hrana"
"1KG QIMIQ VRHNJE CLASSIC",201469,"QIMIQ","1000 G","KG",7.36,7.36,,7.36,7.36,9006286000117,"hrana"
"1KG QIMIQ VRHNJE WHIP",201515,"QIMIQ","1000 G","KG",9.74,9.74,,9.74,9.74,9006286003095,"hrana"
"1KG QIMIQ VRHNJE WHIP KAFFEE",201514,"QIMIQ","1000 G","KG",9.36,9.36,,9.36,9.36,9006286003026,"hrana"
"1KG QIMIQ VRHNJE WHIP SCHOKO",201512,"QIMIQ","1000 G","KG",9.36,9.36,,9.36,9.36,9006286003002,"hrana"
"1KG QIMIQ VRHNJE WHIP VANILLE",201513,"QIMIQ","1000 G","KG",9.36,9.36,,9.36,9.36,9006286003019,"hrana"
"1L ARLA VRHNJE ZA ŠLAG 36%",209481,"ARLA","1 L","L",7.19,7.19,,7.19,6.99,5760466786232,"hrana"
"1L DEBIC S&O VRHNJE ŠLAG 35%",213169,"DEBIC","1 L","L",8.99,8.99,,8.99,8.99,5410488821915,"hrana"
"1L DEBIC VRHNJE KUH 20%",213175,"DEBIC","1 L","L",6.74,6.68,,6.74,6.74,5410488822141,"hrana"
"700ML DEBIC ŠLAG PJENA 30%",213176,"DEBIC",".7 L","L",9.24,12.8,,9.24,9.24,5410488040057,"hrana"
"10GX10 ZOTT VRHNJE KAVA",221678,"ZOTT","100 G","KG",.55,5.5,,.55,.55,40145037,"hrana"
"1KG MU ALPSKO VRHNJE ŠLAG 33%",233894,"MU","1000 G","KG",6.24,6.24,,6.24,6.24,3838800050270,"hrana"
"1L CAMPINA VRH.ZA KUHANJE 20%",235130,"CAMPINA","1 L","L",4.99,4.93,,4.99,4.99,5410281002627,"hrana"
"10X10G RIOBA VRH.ZA KAVU 10%",235415,"RIOBA","100 G","KG",.49,4.9,,.49,.49,4337182215417,"hrana"
"250G HOPLA ŠLAG SPREJ MIX",242841,"TREVALLI","250 G","KG",2.49,9.96,,2.49,2.44,8000005026069,"hrana"
"1L ARO VRHNJE KUHANJE 15%",254232,"ARO","1 L","L",3.36,3.36,,3.36,3.36,4018905526200,"hrana"
"240X7,5G RIOBA VRHNJE KAVA",257181,"RIOBA","1800 G","KG",7.36,4.09,,7.36,6.74,4333465198910,"hrana"
"1KG RIOBA KOND. MLIJEKO 7,5%",264158,"RIOBA","1000 G","KG",2.09,2.09,,2.09,2.09,4337182204541,"hrana"
"1L FRISCHLI UMAK VANILIJA",264608,"FRISCHLI","1 L","L",4.06,4.06,,4.06,4.06,4045500012029,"hrana"
"397G KONDENZIRANO MLIJEKO ŠEĆ.",265274,"","397 G","KG",2.99,7.53,,2.99,2.99,4316734080086,"hrana"
"1L FRISCHLI UMAK HOLLANDAISE",265496,"FRISCHLI","1 L","L",5.36,5.27,,5.36,5.36,4045500012050,"hrana"
"0,5L CREME FRAICHE 30%",268046,"ROCHAMBEAU",".5 L","L",4.49,9.16,,4.49,4.49,3439496002347,"hrana"
"1L MC VRHNJE ZA KUHANJE 20%",269854,"METRO CHEF","1 L","L",4.24,4.18,,4.24,4.24,4337182242512,"hrana"
"1L MC VRHNJE KUHANJ I ŠLAG 30%",269855,"METRO CHEF","1 L","L",5.11,5.14,,5.11,5.11,4337182242536,"hrana"
"1L MC VRHNJE ZA ŠLAG 35%",269856,"METRO CHEF","1 L","L",5.74,5.8,,5.74,5.74,4337182242550,"hrana"
"1L MC CREME DUAL 25%",270200,"METRO CHEF","1000 G","KG",3.11,3.11,,3.11,3.11,4337182244929,"hrana"
"0,2L ISIGNY CREME FRESH 40%",270756,"ISIGNY STE MERE",".2 L","L",2.74,13.7,,2.74,2.74,3254550014889,"hrana"
"1L Z'BREGOV VRHNJE ŠLAG",271027,"'Z BREGOV","1 L","L",8.49,8.49,,8.11,8.11,3850108033649,"hrana"
"500G PRESIDENT BURB ŠLAG SPREJ",272386,"PRÉSIDENT","500 G","KG",5.49,10.98,,5.49,,3428202142002,"hrana"
"1L MAESTRO BILJNI PRIP.ZA ŠLAG",5982,"MAESTRO","1 L","L",3.99,3.99,,3.99,3.99,3859889567015,"hrana"
"1L HOPLA BILJNI PRIP.ZA ŠLAG",223228,"HOPLA","1 L","L",3.61,3.47,,3.61,3.61,8000005400043,"hrana"
"500ML HOPLA BILJNI PRIP.ZA ŠLA",223229,"HOPLA",".5 L","L",1.86,3.72,,1.86,1.86,8000005048603,"hrana"
"1L HOLE BILJNI PRIP.ZA ŠLAG",234432,"HOLE","1 L","L",2.86,2.86,,2.86,2.86,8007990002320,"hrana"
"500ML CREME PATISSERIE",243718,"MEGGLE",".5 L","L",2.11,4.22,,2.11,2.11,4034900027757,"hrana"
"1L MEGGLE CREME CUISINE",253790,"MEGGLE","1 L","L",2.99,2.99,,2.89,2.89,4034900027801,"hrana"
"1L ARO BILJNI PRIP.ZA KUHANJE",256419,"ARO","1 L","L",2.69,2.69,,2.69,2.69,3800112161456,"hrana"
"1L ARO BILJNI PRIP.ZA ŠLAG",256421,"ARO","1 L","L",2.81,2.81,,2.81,2.81,3800112161449,"hrana"
"500ML ARO BILJNI PRIP.ZA KUHA.",256422,"ARO",".5 L","L",1.61,3.22,,1.61,1.61,3800112162385,"hrana"
"500ML ARO BILJNI PRIP.ZA ŠLAG",256423,"ARO",".5 L","L",1.61,3.22,,1.61,1.61,3800112162378,"hrana"
"1L MEGGLE PANNA COTTA",253791,"MEGGLE","1 L","L",5.99,5.99,,4.74,4.74,8585002536556,"hrana"
"1KG QIMIQ TIRAMISU",264413,"QIMIQ","1000 G","KG",8.61,8.61,,8.61,8.61,9006286006416,"hrana"
"1L MC PANNA COTTA",270335,"METRO CHEF","1 L","L",6.11,6.11,,6.11,6.11,3439496002163,"hrana"
"1L MC CREME ANGLAISE",270336,"METRO CHEF","1 L","L",3.24,3.24,,3.24,3.24,3439496601113,"hrana"
"1L MC TIRAMISU",270337,"METRO CHEF","1 L","L",7.11,7.11,,7.11,7.11,3439496003429,"hrana"
"1L MC CREME BRULEE",270338,"METRO CHEF","1 L","L",7.11,7.11,,7.11,7.11,3439496002903,"hrana"
"125G VINDIJA PUDING ML.VANI",19168,"VINDIJA","125 G","KG",.56,4.48,,.56,.56,38500022,"hrana"
"125G VINDIJA PUDING ML.VANI",260239,"VINDIJA","3000 G","KG",13.5,4.5,,13.5,13.5,3850108840001,"hrana"
"125G VINDIJA PUDING ML.ČOKO",19169,"VINDIJA","125 G","KG",.56,4.48,,.56,.56,38500039,"hrana"
"125G VINDIJA PUDING ML.ČOKO",260241,"VINDIJA","3000 G","KG",13.5,4.5,,13.5,13.5,3850108840100,"hrana"
"4X125G VINDIJA CHOCO-LOCO",176072,"VINDIJA","500 G","KG",2.06,4.12,,2.06,2.06,3850108040500,"hrana"
"125GX4 ALPRO SOJA DESERT VANILIJA",226797,"ALPRO","500 G","KG",3.24,6.48,,3.24,3.11,54051140,"hrana"
"125GX4 ALPRO SOJA DESERT ČOKOLADA",226798,"ALPRO","500 G","KG",3.24,6.48,,3.24,3.11,54051157,"hrana"
"180G 'Z BREGOV PROT.PUDING VAN",241356,"'Z BREGOV","180 G","KG",1.31,7.28,,1.31,1.31,3850108040906,"hrana"
"180G 'Z BREGOV PROT.PUDING ČOK",241357,"'Z BREGOV","180 G","KG",1.31,7.28,,1.31,1.31,3850108040913,"hrana"
"1KG LASOJA TOFU DIM. EKO",220241,"LASOYA","1000 G","KG",12.89,12.89,,12.89,12.89,3859890343912,"hrana"
"200G LASOJA TOFU SVJ . EKO",220242,"LASOYA","200 G","KG",1.75,8.75,,1.75,1.75,3859890343486,"hrana"
"200G LASOJA TOFU DIM. EKO",220332,"LASOYA","200 G","KG",3.11,15.55,,3.11,3.04,3859890343493,"hrana"
"200G LASOJA SEITAN DIM/MAR EKO",220333,"LASOYA","200 G","KG",3.48,17.4,,3.48,3.48,3859890343530,"hrana"
"200G TEMPEH EKO",261371,"ANNAPURNA","200 G","KG",3.29,16.45,,3.29,3.29,3859890343042,"hrana"
"1KG MC TOFU DIMLJENI BIO",262895,"METRO CHEF","1000 G","KG",7.24,7.24,,7.24,7.24,3856024707886,"hrana"
"1KG MC TOFU SVJEŽI BIO",262894,"METRO CHEF","1000 G","KG",5.24,5.24,,5.24,5.24,3856024707862,"hrana"
"28G FERRERO KIND MILCHSCHNITTE",11018,"KINDER","28 G","KG",.75,26.79,,.69,.69,40084794,"hrana"
"28G FERRERO KIND MILCHSCHNITTE",56257,"KINDER","560 G","KG",14.75,26.34,,13.34,13.34,4008400192208,"hrana"
"30G FERRERO KINDER PINGUI",11033,"KINDER","30 G","KG",.78,26,,.66,.66,4008400290126,"hrana"
"30G FERRERO KINDER PINGUI",39018,"KINDER","900 G","KG",22.88,25.42,,19.13,19.13,4008400290102,"hrana"
"35G KINDER MAXI KING FERRERO",49303,"KINDER","35 G","KG",.85,24.29,,.79,.79,4008400553023,"hrana"
"35G KINDER MAXI KING FERRERO",56205,"KINDER","1050 G","KG",25.13,23.93,,22.91,22.91,4008400553009,"hrana"
"5X28G KINDER MILCH-SCHNITTE",166599,"KINDER","140 G","KG",3.31,23.64,,2.94,2.94,8000500062654,"hrana"
"3X35G KINDER MAXI KING MULTIP.",195237,"KINDER","105 G","KG",2.24,21.33,,2.24,2.06,4008400551920,"hrana"
"30GX4 FERRERO KIND PING T4",209675,"KINDER","120 G","KG",2.56,21.33,,2.56,2.31,4008400290423,"hrana"
"2X25G DUOS SVJEŽI PEK KVASAC",147964,"FORTEPAN","50 G","KG",.39,7.8,,.39,.39,8004503301055,"hrana"
"500G DI-GO PEK. SVJ.KVASAC",212495,"DI-GO","500 G","KG",1.31,2.62,,1.31,1.31,3858887680771,"hrana"
"42G DI-GO DOMAĆI SVJ. KVAS.",221664,"DI-GO","42 G","KG",.74,17.62,,.74,.74,3858887683444,"hrana"
"42G DI-GO DOMAĆI SVJ. KVAS.",227271,"DI-GO","1680 G","KG",24.49,14.58,24.49,24.49,24.49,2622166401026,"hrana"
"42G DI-GO DOMAĆI SVJ. KVAS.",229397,"DI-GO","1008 G","KG",17.7,17.56,,17.7,17.7,3858887683451,"hrana"
"100GX4 ZOTT MONTE ČOK MAXI",221655,"ZOTT","400 G","KG",2.49,6.23,,2.49,2.49,40145389,"hrana"
"100GX4 ZOTT MONTE ČOK MAXI",262999,"ZOTT","2400 G","KG",14.93,6.22,,14.93,14.93,4014500108117,"hrana"
"10/1 PERFA JAJA M",225704,"PERFA","630 G","KG",2.45,3.89,,2.45,2.45,3859889055772,"hrana"
"10/1 PERFA JAJA M",225705,"PERFA","11340 G","KG",44.1,3.89,,44.1,44.1,38598890558716,"hrana"
"10/1 PERFA JAJA L",225706,"PERFA","730 G","KG",2.57,3.52,,2.57,2.57,3859889055765,"hrana"
"10/1 PERFA JAJA L",225707,"PERFA","13140 G","KG",46.31,3.52,,45.15,45.15,38598890558648,"hrana"
"10/1 PERFA SRETNA JAJA M",225708,"PERFA","630 G","KG",2.6,4.13,,2.6,2.6,3859889055284,"hrana"
"10/1 PERFA SRETNA JAJA M",225709,"PERFA","11340 G","KG",46.87,4.13,,45.99,45.99,38598890554138,"hrana"
"10/1 PERFA SRETNA JAJA L",225710,"PERFA","730 G","KG",2.66,3.64,,2.66,2.66,3859889056571,"hrana"
"10/1 PERFA SRETNA JAJA L",225711,"PERFA","13140 G","KG",47.82,3.64,,47.38,47.38,38598890554756,"hrana"
"30/1 ARO JAJA A KL M",226279,"ARO","1890 G","KG",6.71,3.55,,6.71,6.71,3858889626180,"hrana"
"30/1 ARO JAJA A KL M",227006,"ARO","11340 G","KG",39,3.44,,39,39,3858889626197,"hrana"
"90/1 ARO JAJA A KL S",226365,"ARO","5300 G","KG",18.89,3.56,,18.89,18.89,3858889626203,"hrana"
"3X30KOM ŽITO JAJA M",226375,"ŽITO","5400 G","KG",21.95,4.06,,21.95,21.95,3859889611862,"hrana"
"10/1 ARO JAJA A KL M",226729,"ARO","630 G","KG",2.3,3.65,,2.3,2.3,3858889626142,"hrana"
"10/1 ARO JAJA A KL M",227126,"ARO","11340 G","KG",41.39,3.65,,39.5,39.5,3858889626159,"hrana"
"10/1 ARO JAJA A KL L",226749,"ARO","730 G","KG",2.4,3.29,,2.4,2.4,3858889626166,"hrana"
"10/1 ARO JAJA A KL L",227127,"ARO","13140 G","KG",43.28,3.29,,41.39,41.39,3858889626173,"hrana"
"180/1 ARO JAJA RINF L",226751,"ARO","13000 G","KG",38.84,2.99,,37.79,37.79,3858889626210,"hrana"
"180/1 ARO JAJA RINF M",226752,"ARO","11000 G","KG",36.74,3.34,,34.64,34.64,3858889626227,"hrana"
"10/1 ŽITO JAJA L",226759,"ŽITO","1800 G","KG",2.65,1.47,,2.65,2.65,3859889611749,"hrana"
"10/1 ŽITO JAJA L",227602,"ŽITO","32400 G","KG",45.98,1.42,,45.98,45.98,3859889611817,"hrana"
"10/1 ŽITO JAJA M",226760,"ŽITO","700 G","KG",2.45,3.5,,2.45,2.45,3859889611756,"hrana"
"10/1 ŽITO JAJA M",226925,"ŽITO","12600 G","KG",44.04,3.5,,44.04,44.04,3859889611794,"hrana"
"15/1 MC JAJA PODNI UZGOJ M",243063,"METRO CHEF","945 G","KG",3.45,3.65,,3.45,3.45,3856024701310,"hrana"
"15/1 MC JAJA PODNI UZGOJ M",243064,"METRO CHEF","11340 G","KG",41.45,3.66,,40.19,40.19,3856024701334,"hrana"
"15/1 MC JAJA PODNI UZGOJ L",243065,"METRO CHEF","1095 G","KG",3.66,3.34,,3.66,3.66,3856024701327,"hrana"
"15/1 MC JAJA PODNI UZGOJ L",243066,"METRO CHEF","13140 G","KG",43.97,3.35,,41.45,41.45,3856024701341,"hrana"
"10/1 PERFA JAJA JUMBO XL",259717,"PERFA","830 G","KG",2.65,3.19,,2.65,2.65,3859889056632,"hrana"
"180/1 PERFA SVJEŽA JAJA M",272544,"PERFA","10500 G","KG",36.74,3.5,,36.74,,3859889057035,"hrana"
"10/1 MC JAJA SLOBODNI UZGOJ",243061,"METRO CHEF","800 G","KG",2.72,3.4,,2.51,2.51,3856024701297,"hrana"
"10/1 MC JAJA SLOBODNI UZGOJ",243062,"METRO CHEF","14400 G","KG",48.95,3.4,,43.28,43.28,3856024701303,"hrana"
"180/1 MC JAJA SLOBODNI UZGOJ M",256052,"METRO CHEF","11000 G","KG",41.99,3.82,,41.99,41.99,3856024705998,"hrana"
"10KG EUROVO TEKUĆE CIJELO JAJE",264635,"EUROVO","10000 G","KG",39.24,3.92,,39.24,39.24,8010053041648,"hrana"
"1KG EUROVO TEK BJELANJAK",264637,"EUROVO","1000 G","KG",3.49,3.49,,3.49,3.49,8010053000614,"hrana"
"1KG EUROVO TEKUĆI ŽUMANJAK",264666,"EUROVO","1000 G","KG",10.24,10.24,,9.11,9.11,8010053000638,"hrana"
"5KG PAST TEK CIJELO JAJE",265719,"","5000 G","KG",21.86,4.37,,21.86,21.86,3859884056958,"hrana"
"5KG MC TEKUĆA CIJELA JAJA",270813,"METRO CHEF","5000 G","KG",21.86,4.37,,19.99,19.99,3856024711852,"hrana"
"960G POŠIRANO JAJE 24/1",270370,"COCOTINE","960 G","KG",17.86,18.6,,17.86,17.86,3599010082801,"hrana"
"12/1 LE NATUR PREPEL JAJA",227653,"LE NATURELLE","170 G","KG",2.74,16.12,,2.74,2.74,8010053010965,"hrana"
"500G PRESIDENT SVJ POS SIR 10%",4341,"PRÉSIDENT","500 G","KG",2.81,5.62,,2.49,2.49,3850355001026,"hrana"
"500G Z'BREGOV SVJ. SIR POLUM.",19162,"'Z BREGOV","500 G","KG",2.49,4.98,,2.49,2.49,3850108058352,"hrana"
"200G PRESIDENT ZRN SIR 10%",87957,"PRÉSIDENT","200 G","KG",2.44,12.2,,2.36,2.31,3850355000814,"hrana"
"800G Z'BREGOV VARAŽD. SVJ. SIR",98194,"'Z BREGOV","800 G","KG",4.99,6.24,,4.99,4.88,3850108058420,"hrana"
