ID naselja,Naziv naselja,Eksterni ID naselja,ID općine,Naziv općine,Eksterni ID općine,ID županije,Naziv županije,Eksterni ID županije
4073,Boraja,4073,4448,Šibenik,4448,15,Šibensko-kninska,15
4081,Borak,4081,3000,Omiš,3000,17,Splitsko-dalmatinska,17
4090,Borenec,4090,361,Breznica,361,5,Varaždinska,5
74888,Boričevac,74888,841,Donji Lapac,841,9,Ličko-senjska,9
4103,Boričevci,4103,353,Brestovac,353,11,Požeško-slavonska,11
4111,Boričevec Toplički,4111,4731,Varaždinske Toplice,4731,5,Varaždinska,5
47864,Borik,47864,2666,Mikleuš,2666,10,Virovitičko-podravska,10
75833,Borik,75833,3786,Saborsko,3786,4,Karlovačka,4
4120,Borinići,4120,60,Barban,60,18,Istarska,18
4138,Boriš,4138,1996,Končanica,1996,7,Bjelovarsko-bilogorska,7
4146,Borje,4146,5606,Kalnik,5606,6,Koprivničko-križevačka,6
4154,Borkovec,4154,5266,Zlatar,5266,2,Krapinsko-zagorska,2
4162,Borojevci,4162,2305,Levanjska Varoš,2305,14,Osječko-baranjska,14
4189,Borojevići,4189,833,Donji Kukuruzari,833,3,Sisačko-moslavačka,3
4197,Borova,4197,4243,Suhopolje,4243,10,Virovitičko-podravska,10
4219,Borova Kosa,4219,1058,Đulovac,1058,7,Bjelovarsko-bilogorska,7
4227,Borovac,4227,2933,Novska,2933,3,Sisačko-moslavačka,3
4235,Borovci,4235,2194,Kula Norinska,2194,19,Dubrovačko-neretvanska,19
4243,Borovik,4243,949,Drenje,949,14,Osječko-baranjska,14
4251,Borovik,4251,1970,Komiža,1970,17,Splitsko-dalmatinska,17
4260,Borovita,4260,1210,Glina,1210,3,Sisačko-moslavačka,3
4278,Borovljani,4278,2925,Novigrad Podravski,2925,6,Koprivničko-križevačka,6
4286,Borovo,4286,299,Borovo,299,16,Vukovarsko-srijemska,16
4294,Borut,4294,477,Cerovlje,477,18,Istarska,18
4308,Bosanci,4308,302,Bosiljevo,302,4,Karlovačka,4
75051,Bosanka,75051,981,Dubrovnik,981,19,Dubrovačko-neretvanska,19
4316,Bosiljevo,4316,302,Bosiljevo,302,4,Karlovačka,4
4324,Bosiljevo,4324,639,Čazma,639,7,Bjelovarsko-bilogorska,7
4332,Bosna,4332,5509,Bedenica,5509,1,Zagrebačka,1
4359,Bošana,4359,3166,Pag,3166,13,Zadarska,13
4367,Boševci,4367,3158,Ozalj,3158,4,Karlovačka,4
4375,Boškari,4375,4359,Svetvinčenat,4359,18,Istarska,18
4383,Bošnjaci,4383,329,Bošnjaci,329,16,Vukovarsko-srijemska,16
4391,Bošt,4391,990,Duga Resa,990,4,Karlovačka,4
4405,Botinac,4405,1767,Kapela,1767,7,Bjelovarsko-bilogorska,7
4413,Botinec,4413,1333,Grad Zagreb,1333,22,Grad Zagreb,22
4421,Botinovec,4421,2038,Koprivnički Ivanec,2038,6,Koprivničko-križevačka,6
4430,Botovo,4430,965,Drnje,965,6,Koprivničko-križevačka,6
4456,Bović,4456,5100,Gvozd,5100,3,Sisačko-moslavačka,3
4464,Božava,4464,3794,Sali,3794,13,Zadarska,13
4472,Božjakovina,4472,337,Brckovljani,337,1,Zagrebačka,1
4499,Bračak,4499,5193,Zabok,5193,2,Krapinsko-zagorska,2
4502,Bračevci,4502,949,Drenje,949,14,Osječko-baranjska,14
4529,Bračević,4529,876,Muć,876,17,Splitsko-dalmatinska,17
4537,Brajakovo Brdo,4537,2810,Netretić,2810,4,Karlovačka,4
4545,Brajdić Selo,4545,3654,Rakovica,3654,4,Karlovačka,4
4561,Brajkovići,4561,1759,Kanfanar,1759,18,Istarska,18
4553,Brajkovići,4553,3212,Pazin,3212,18,Istarska,18
4570,Bralići,4570,4316,Sveti Lovreč,4316,18,Istarska,18
4588,Branešci,4588,3182,Pakrac,3182,11,Požeško-slavonska,11
485,Branimirovac,485,2054,Koška,2054,14,Osječko-baranjska,14
4596,Branjin Vrh,4596,132,Beli Manastir,132,14,Osječko-baranjska,14
4600,Branjina,4600,3468,Popovac,3468,14,Osječko-baranjska,14
4618,Braslovje,4618,3808,Samobor,3808,1,Zagrebačka,1
75248,Brašina,75248,6025,Župa Dubrovačka,6025,19,Dubrovačko-neretvanska,19
4626,Brašljevica,4626,3158,Ozalj,3158,4,Karlovačka,4
4634,Bratelji,4634,3808,Samobor,3808,1,Zagrebačka,1
4642,Bratina,4642,3310,Pisarovina,3310,1,Zagrebačka,1
4669,Bratiškovci,4669,3948,Skradin,3948,15,Šibensko-kninska,15
4677,Bratkovec,4677,5215,Zagorska Sela,5215,2,Krapinsko-zagorska,2
4685,Bratovanci,4685,3158,Ozalj,3158,4,Karlovačka,4
4693,Bratovići,4693,3484,Poreč,3484,18,Istarska,18
4707,Bratovski Vrh,4707,1872,Klanjec,1872,2,Krapinsko-zagorska,2
4715,Bratulići,4715,2542,Marčana,2542,18,Istarska,18
4723,Bratuljevci,4723,4758,Velika,4758,11,Požeško-slavonska,11
4731,Brbinj,4731,3794,Sali,3794,13,Zadarska,13
4740,Brcković Draga,4740,1201,Generalski Stol,1201,4,Karlovačka,4
4758,Brckovljani,4758,337,Brckovljani,337,1,Zagrebačka,1
4766,Brčevec,4766,5088,Vrbovec,5088,1,Zagrebačka,1
4774,Brčići,4774,3484,Poreč,3484,18,Istarska,18
4782,Brčići,4782,4537,Tinjan,4537,18,Istarska,18
4804,Brčino,4804,3883,Sibinj,3883,12,Brodsko-posavska,12
4812,Brdce,4812,2615,Matulji,2615,8,Primorsko-goranska,8
75817,Brdine,75817,3786,Saborsko,3786,4,Karlovačka,4
4839,Brdo,4839,426,Buje,426,18,Istarska,18
4847,Brdo Cirkvensko,4847,4391,Sveti Ivan Žabno,4391,6,Koprivničko-križevačka,6
4855,Brdo Jesenjsko,4855,5525,Jesenje,5525,2,Krapinsko-zagorska,2
4863,Brdo Orehovečko,4863,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
4871,Brdo Utinjsko,4871,5037,Vojnić,5037,4,Karlovačka,4
4880,Brdovec,4880,345,Brdovec,345,1,Zagrebačka,1
4898,Brđani,4898,3344,Pleternica,3344,11,Požeško-slavonska,11
4901,Brđani,4901,3727,Rešetari,3727,12,Brodsko-posavska,12
4910,Brđani Cesta,4910,4260,Sunja,4260,3,Sisačko-moslavačka,3
4936,Brđani Kosa,4936,4260,Sunja,4260,3,Sisačko-moslavačka,3
4944,Brđani Sokolovački,4944,4057,Sokolovac,4057,6,Koprivničko-križevačka,6
4979,Brebernica,4979,1333,Grad Zagreb,1333,22,Grad Zagreb,22
4987,Brebornica,4987,2160,Krnjak,2160,4,Karlovačka,4
4995,Brebrovac,4995,1694,Jastrebarsko,1694,1,Zagrebačka,1
5002,Brečevići,5002,4537,Tinjan,4537,18,Istarska,18
5029,Brečići,5029,3433,Pojezerje,3433,19,Dubrovačko-neretvanska,19
5037,Breg,5037,2224,Labin,2224,18,Istarska,18
5045,Breg Mokrički,5045,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
5053,Bregana,5053,3808,Samobor,3808,1,Zagrebačka,1
5061,Bregana Pisarovinska,5061,3310,Pisarovina,3310,1,Zagrebačka,1
5070,Breganica,5070,3808,Samobor,3808,1,Zagrebačka,1
5088,Bregi,5088,2615,Matulji,2615,8,Primorsko-goranska,8
5096,Bregi Kostelski,5096,3522,Pregrada,3522,2,Krapinsko-zagorska,2
5100,Bregi Radobojski,5100,3646,Radoboj,3646,2,Krapinsko-zagorska,2
5118,Bregi Zabočki,5118,5193,Zabok,5193,2,Krapinsko-zagorska,2
5126,Bregovljana,5126,3620,Pušća,3620,1,Zagrebačka,1
5134,Brekinska,5134,2313,Lipik,2313,11,Požeško-slavonska,11
5142,Brela,5142,779,Brela,779,17,Splitsko-dalmatinska,17
5169,Bresnica,5169,3344,Pleternica,3344,11,Požeško-slavonska,11
5177,Brest,5177,2232,Lanišće,2232,18,Istarska,18
5185,Brest Pod Učkom,5185,2461,Lupoglav,2461,18,Istarska,18
5193,Brest Pokupski,5193,3280,Petrinja,3280,3,Sisačko-moslavačka,3
5207,Brestača,5207,2933,Novska,2933,3,Sisačko-moslavačka,3
5215,Brestik,5215,1210,Glina,1210,3,Sisačko-moslavačka,3
5223,Brestova Draga,5223,2755,Mrkopalj,2755,8,Primorsko-goranska,8
5231,Brestovac,5231,353,Brestovac,353,11,Požeško-slavonska,11
5266,Brestovačka Brda,5266,1996,Končanica,1996,7,Bjelovarsko-bilogorska,7
5274,Brestovec Orehovički,5274,116,Bedekovčina,116,2,Krapinsko-zagorska,2
5282,Brešca,5282,2615,Matulji,2615,8,Primorsko-goranska,8
5304,Breštane,5304,4677,Udbina,4677,9,Ličko-senjska,9
5312,Breštanovci,5312,540,Crnac,540,10,Virovitičko-podravska,10
5339,Breza,5339,248,Bjelovar,248,7,Bjelovarsko-bilogorska,7
5347,Breza,5347,1864,Klana,1864,8,Primorsko-goranska,8
5355,Brezakovec,5355,5215,Zagorska Sela,5215,2,Krapinsko-zagorska,2
5363,Brezani,5363,5363,Rakovec,5363,1,Zagrebačka,1
5371,Brezari,5371,1694,Jastrebarsko,1694,1,Zagrebačka,1
5380,Brezarić,5380,5339,Krašić,5339,1,Zagrebačka,1
5398,Breze,5398,2909,Novi Vinodolski,2909,8,Primorsko-goranska,8
5401,Brezik,5401,1309,Gospić,1309,9,Ličko-senjska,9
5410,Brezik,5410,2453,Lukač,2453,10,Virovitičko-podravska,10
5428,Brezik,5428,2836,Nova Bukovica,2836,10,Virovitičko-podravska,10
5436,Brezik Našički,5436,2780,Našice,2780,14,Osječko-baranjska,14
5444,Brezine,5444,1147,Farkaševac,1147,1,Zagrebačka,1
5452,Brezine,5452,2313,Lipik,2313,11,Požeško-slavonska,11
5479,Brezje,5479,973,Dubrava,973,1,Zagrebačka,1
5487,Brezje,5487,1252,Gornja Stubica,1252,2,Krapinsko-zagorska,2
5533,Brezje,5533,4367,Sveta Nedelja,4367,1,Zagrebačka,1
5495,Brezje,5495,4405,Sveti Juraj Na Bregu,4405,20,Međimurska,20
5509,Brezje Dobransko,5509,3930,Skrad,3930,8,Primorsko-goranska,8
5517,Brezje Dravsko,5517,485,Cestica,485,5,Varaždinska,5
5525,Brezje Miholečko,5525,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
5541,Brezje Vivodinsko,5541,3158,Ozalj,3158,4,Karlovačka,4
5550,Breznica,5550,361,Breznica,361,5,Varaždinska,5
5568,Breznica Đakovačka,5568,2305,Levanjska Varoš,2305,14,Osječko-baranjska,14
5576,Breznica Našička,5576,2054,Koška,2054,14,Osječko-baranjska,14
24171,Breznički Hum,24171,1511,Breznički Hum,1511,5,Varaždinska,5
5584,Breznik,5584,3158,Ozalj,3158,4,Karlovačka,4
5592,Breznik Plešivički,5592,1694,Jastrebarsko,1694,1,Zagrebačka,1
5606,Breznik Žakanjski,5606,5304,Žakanje,5304,4,Karlovačka,4
5622,Brezno Gora,5622,1520,Hum Na Sutli,1520,2,Krapinsko-zagorska,2
5827,Brezova,5827,4308,Sveti Križ Začretje,4308,2,Krapinsko-zagorska,2
5649,Brezova Glava,5649,1791,Karlovac,1791,4,Karlovačka,4
5657,Brezova Gora,5657,124,Bednja,124,5,Varaždinska,5
5665,Brezovac,5665,248,Bjelovar,248,7,Bjelovarsko-bilogorska,7
5690,Brezovac,5690,2933,Novska,2933,3,Sisačko-moslavačka,3
5673,Brezovac,5673,3654,Rakovica,3654,4,Karlovačka,4
5681,Brezovac Dobroselski,5681,841,Donji Lapac,841,9,Ličko-senjska,9
5703,Brezovac Žumberački,5703,3808,Samobor,3808,1,Zagrebačka,1
5711,Brezovec,5711,4413,Sveti Martin Na Muri,4413,20,Međimurska,20
5720,Brezovec Zelinski,5720,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
5738,Brezovica,5738,1333,Grad Zagreb,1333,22,Grad Zagreb,22
5746,Brezovica,5746,1368,Gradina,1368,10,Virovitičko-podravska,10
5754,Brezovica,5754,2577,Marijanci,2577,14,Osječko-baranjska,14
5762,Brezovica Petrovska,5762,3298,Petrovsko,3298,2,Krapinsko-zagorska,2
5789,Brezovica Žumberačka,5789,3158,Ozalj,3158,4,Karlovačka,4
5797,Brezovljani,5797,4391,Sveti Ivan Žabno,4391,6,Koprivničko-križevačka,6
5819,Brezovljani Vojlovički,5819,566,Čačinci,566,10,Virovitičko-podravska,10
5835,Brezovo Polje,5835,1210,Glina,1210,3,Sisačko-moslavačka,3
5851,Brežane Lekeničke,5851,2283,Lekenik,2283,3,Sisačko-moslavačka,3
5860,Brežani,5860,1791,Karlovac,1791,4,Karlovačka,4
5878,Brežani,5878,4421,Sveti Petar Orehovec,4421,6,Koprivničko-križevačka,6
75221,Brgat Donji,75221,6025,Župa Dubrovačka,6025,19,Dubrovačko-neretvanska,19
75230,Brgat Gornji,75230,6025,Župa Dubrovačka,6025,19,Dubrovačko-neretvanska,19
5886,Brgod,5886,3689,Raša,3689,18,Istarska,18
5894,Brgud,5894,175,Benkovac,175,13,Zadarska,13
5908,Brgudac,5908,2232,Lanišće,2232,18,Istarska,18
5916,Brgulje,5916,5207,Zadar,5207,13,Zadarska,13
5924,Bribir,5924,3948,Skradin,3948,15,Šibensko-kninska,15
5932,Bribir,5932,4880,Vinodolska Općina,4880,8,Primorsko-goranska,8
5959,Brič,5959,426,Buje,426,18,Istarska,18
5967,Bričanci,5967,4359,Svetvinčenat,4359,18,Istarska,18
5975,Brig,5975,4987,Vižinada,4987,18,Istarska,18
5983,Brihovo,5983,5304,Žakanje,5304,4,Karlovačka,4
5991,Brijest,5991,3123,Osijek,3123,14,Osječko-baranjska,14
6009,Brijesta,6009,4197,Ston,4197,19,Dubrovačko-neretvanska,19
6017,Briješće,6017,3123,Osijek,3123,14,Osječko-baranjska,14
6025,Brinjani,6025,2208,Kutina,2208,3,Sisačko-moslavačka,3
6033,Brinje,6033,370,Brinje,370,9,Ličko-senjska,9
6041,Brinjeva Draga,6041,558,Čabar,558,8,Primorsko-goranska,8
6050,Brist,6050,1341,Gradac,1341,17,Splitsko-dalmatinska,17
6068,Bristivica,6068,3824,Seget,3824,17,Splitsko-dalmatinska,17
6076,Briševo,6076,3450,Poličnik,3450,13,Zadarska,13
6084,Brištane,6084,957,Drniš,957,15,Šibensko-kninska,15
6092,Brkač,6092,2747,Motovun,2747,18,Istarska,18
6106,Brkiševina,6106,2283,Lekenik,2283,3,Sisačko-moslavačka,3
6114,Brlekovo,6114,2003,Konjščina,2003,2,Krapinsko-zagorska,2
6122,Brlenić,6122,5339,Krašić,5339,1,Zagrebačka,1
6149,Brlog,6149,3131,Otočac,3131,9,Ličko-senjska,9
6157,Brlog Ozaljski,6157,5304,Žakanje,5304,4,Karlovačka,4
6165,Brloška Dubrava,6165,3131,Otočac,3131,9,Ličko-senjska,9
6173,Brnaze,6173,3891,Sinj,3891,17,Splitsko-dalmatinska,17
6181,Brnčići,6181,1805,Kastav,1805,8,Primorsko-goranska,8
6190,Brnelići,6190,1708,Jelenje,1708,8,Primorsko-goranska,8
6220,Brnjavac,6220,5100,Gvozd,5100,3,Sisačko-moslavačka,3
6238,Brnjeuška,6238,1210,Glina,1210,3,Sisačko-moslavačka,3
6246,Brnjica,6246,4448,Šibenik,4448,15,Šibensko-kninska,15
6203,Brnobići,6203,434,Buzet,434,18,Istarska,18
6211,Brnobići,6211,5975,Kaštelir - Labinci,5975,18,Istarska,18
6254,Broce,6254,4197,Ston,4197,19,Dubrovačko-neretvanska,19
6289,Bročice,6289,2933,Novska,2933,3,Sisačko-moslavačka,3
6262,Broćanac,6262,3654,Rakovica,3654,4,Karlovačka,4
6297,Brod Moravice,6297,388,Brod Moravice,388,8,Primorsko-goranska,8
6319,Brod Na Kupi,6319,698,Delnice,698,8,Primorsko-goranska,8
76015,Brodarica,76015,4448,Šibenik,4448,15,Šibensko-kninska,15
6327,Brodarovec,6327,2607,Maruševec,2607,5,Varaždinska,5
6335,Brodić,6335,1155,Ferdinandovac,1155,6,Koprivničko-križevačka,6
6343,Brodski Stupnik,6343,396,Brodski Stupnik,396,12,Brodsko-posavska,12
6351,Brodski Varoš,6351,3964,Slavonski Brod,3964,12,Brodsko-posavska,12
6360,Brodski Zdenci,6360,3387,Podcrkavlje,3387,12,Brodsko-posavska,12
6378,Brođanci,6378,230,Bizovac,230,14,Osječko-baranjska,14
6386,Brođani,6386,1791,Karlovac,1791,4,Karlovačka,4
6394,Broskvari,6394,4979,Višnjan,4979,18,Istarska,18
6408,Brotnice,6408,1988,Konavle,1988,19,Dubrovačko-neretvanska,19
6416,Brotnja,6416,1317,Gračac,1317,13,Zadarska,13
6424,Brovinje,6424,3689,Raša,3689,18,Istarska,18
6432,Brseč,6432,2739,Mošćenička Draga,2739,8,Primorsko-goranska,8
6459,Brsečine,6459,981,Dubrovnik,981,19,Dubrovačko-neretvanska,19
6467,Bršadin,6467,4642,Trpinja,4642,16,Vukovarsko-srijemska,16
6475,Brštanovo,6475,1929,Klis,1929,17,Splitsko-dalmatinska,17
6483,Brtonigla,6483,400,Brtonigla,400,18,Istarska,18
6491,Brubno,6491,1210,Glina,1210,3,Sisačko-moslavačka,3
6505,Brusići,6505,2151,Krk,2151,8,Primorsko-goranska,8
6513,Brusje,6513,1538,Hvar,1538,17,Splitsko-dalmatinska,17
6521,Brusnik,6521,3182,Pakrac,3182,11,Požeško-slavonska,11
6530,Brušane,6530,1309,Gospić,1309,9,Ličko-senjska,9
6548,Bruška,6548,175,Benkovac,175,13,Zadarska,13
6556,Bruvno,6556,1317,Gračac,1317,13,Zadarska,13
6564,Brzac,6564,2151,Krk,2151,8,Primorsko-goranska,8
6572,Bubani,6572,1759,Kanfanar,1759,18,Istarska,18
6599,Bubnjarački Brod,6599,5304,Žakanje,5304,4,Karlovačka,4
6602,Bubnjarci,6602,5304,Žakanje,5304,4,Karlovačka,4
6629,Bucalovići,6629,4979,Višnjan,4979,18,Istarska,18
6637,Bučje,6637,3182,Pakrac,3182,11,Požeško-slavonska,11
6645,Bučje,6645,3344,Pleternica,3344,11,Požeško-slavonska,11
6653,Bučje Gorjansko,6653,949,Drenje,949,14,Osječko-baranjska,14
6661,Budačka Rijeka,6661,2160,Krnjak,2160,4,Karlovačka,4
6670,Budak,6670,1309,Gospić,1309,9,Ličko-senjska,9
6688,Budak,6688,4111,Stankovci,4111,13,Zadarska,13
6696,Budakovac,6696,1368,Gradina,1368,10,Virovitičko-podravska,10
6700,Budančevica,6700,1945,Kloštar Podravski,1945,6,Koprivničko-križevačka,6
6718,Budanica,6718,4243,Suhopolje,4243,10,Virovitičko-podravska,10
6726,Budaševo,6726,3913,Sisak,3913,3,Sisačko-moslavačka,3
6734,Budenec,6734,1333,Grad Zagreb,1333,22,Grad Zagreb,22
6742,Budim Vivodinski,6742,3158,Ozalj,3158,4,Karlovačka,4
6769,Budimci,6769,3409,Podgorač,3409,14,Osječko-baranjska,14
6777,Budimir,6777,4600,Trilj,4600,17,Splitsko-dalmatinska,17
6807,Budinjak,6807,3808,Samobor,3808,1,Zagrebačka,1
6785,Budinščak,6785,809,Donja Voća,809,5,Varaždinska,5
6793,Budinšćina,6793,418,Budinščina,418,2,Krapinsko-zagorska,2
6815,Budislavec,6815,4847,Vidovec,4847,5,Varaždinska,5
6823,Budrovac,6823,1074,Đurđevac,1074,6,Koprivničko-križevačka,6
6831,Budrovac Lukački,6831,2453,Lukač,2453,10,Virovitičko-podravska,10
6840,Budrovci,6840,1031,Đakovo,1031,14,Osječko-baranjska,14
6866,Buhača,6866,493,Cetingrad,493,4,Karlovačka,4
6874,Buići,6874,3484,Poreč,3484,18,Istarska,18
75256,Buići,75256,6025,Župa Dubrovačka,6025,19,Dubrovačko-neretvanska,19
6939,Buinja,6939,1023,Dvor,1023,3,Sisačko-moslavačka,3
55166,Buinjski Riječani,55166,1023,Dvor,1023,3,Sisačko-moslavačka,3
6882,Bujarići,6882,4979,Višnjan,4979,18,Istarska,18
6904,Bujavica,6904,2313,Lipik,2313,11,Požeško-slavonska,11
6912,Buje,6912,426,Buje,426,18,Istarska,18
6947,Buk,6947,3344,Pleternica,3344,11,Požeško-slavonska,11
6963,Bukevje,6963,5428,Orle,5428,1,Zagrebačka,1
6971,Bukevje,6971,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
6980,Bukori,6980,4987,Vižinada,4987,18,Istarska,18
6998,Bukov Vrh,6998,3930,Skrad,3930,8,Primorsko-goranska,8
7005,Bukova,7005,4243,Suhopolje,4243,10,Virovitičko-podravska,10
7013,Bukovac Perjasički,7013,4006,Slunj,4006,4,Karlovačka,4
7021,Bukovac Perušićki,7021,3239,Perušić,3239,9,Ličko-senjska,9
7030,Bukovac Podvrški,7030,3930,Skrad,3930,8,Primorsko-goranska,8
7048,Bukovac Svetojanski,7048,1694,Jastrebarsko,1694,1,Zagrebačka,1
60,Bukovački Antunovac,60,2836,Nova Bukovica,2836,10,Virovitičko-podravska,10
7056,Bukovčak,7056,5410,Velika Gorica,5410,1,Zagrebačka,1
7064,Bukovčani,7064,2313,Lipik,2313,11,Požeško-slavonska,11
7072,Bukovec,7072,3859,Selnica,3859,20,Međimurska,20
7099,Bukovec Zelinski,7099,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
7102,Bukovica,7102,3727,Rešetari,3727,12,Brodsko-posavska,12
7129,Bukovica,7129,4570,Topusko,4570,3,Sisačko-moslavačka,3
7137,Bukovica Prekriška,7137,5339,Krašić,5339,1,Zagrebačka,1
7145,Bukovica Utinjska,7145,5037,Vojnić,5037,4,Karlovačka,4
7153,Buković,7153,175,Benkovac,175,13,Zadarska,13
7161,Bukovje Bistransko,7161,5479,Bistra,5479,1,Zagrebačka,1
7170,Bukovje Križevačko,7170,2143,Križevci,2143,6,Koprivničko-križevačka,6
7188,Bukovje Netretićko,7188,2810,Netretić,2810,4,Karlovačka,4
7196,Bukovje Podvrško,7196,3808,Samobor,3808,1,Zagrebačka,1
7200,Bukovlje,7200,5673,Bukovlje,5673,12,Brodsko-posavska,12
76287,Bukovsko,76287,3913,Sisak,3913,3,Sisačko-moslavačka,3
7218,Bukvik,7218,566,Čačinci,566,10,Virovitičko-podravska,10
6955,Buk-Vlaka,6955,3069,Opuzen,3069,19,Dubrovačko-neretvanska,19
7226,Bulić,7226,175,Benkovac,175,13,Zadarska,13
7234,Bulići,7234,3158,Ozalj,3158,4,Karlovačka,4
7242,Bulinac,7242,2879,Nova Rača,2879,7,Bjelovarsko-bilogorska,7
76612,Bunica,76546,3875,Senj,3875,9,Ličko-senjska,9
7269,Bunić,7269,4677,Udbina,4677,9,Ličko-senjska,9
7277,Bunjak,7277,4294,Sveti Ivan Zelina,4294,1,Zagrebačka,1
7285,Bunjani,7285,2135,Križ,2135,1,Zagrebačka,1
7293,Bunjevci,7293,5096,Vrbovsko,5096,8,Primorsko-goranska,8
7307,Burić Selo,7307,2160,Krnjak,2160,4,Karlovačka,4
7315,Burići,7315,1759,Kanfanar,1759,18,Istarska,18
7323,Buroli,7323,426,Buje,426,18,Istarska,18
7331,Busnovi,7331,353,Brestovac,353,11,Požeško-slavonska,11
7340,Bušetina,7340,4499,Špišić Bukovica,4499,10,Virovitičko-podravska,10
7358,Buševec,7358,5410,Velika Gorica,5410,1,Zagrebačka,1
7366,Bušević,7366,841,Donji Lapac,841,9,Ličko-senjska,9
7374,Bušin,7374,3522,Pregrada,3522,2,Krapinsko-zagorska,2
7382,Butkovec,7382,1511,Breznički Hum,1511,5,Varaždinska,5
7404,Butkovići,7404,4359,Svetvinčenat,4359,18,Istarska,18
7412,Butoniga,7412,3212,Pazin,3212,18,Istarska,18
76325,Butori,76325,4979,Višnjan,4979,18,Istarska,18
7439,Buzadovac,7439,1350,Gradec,1350,1,Zagrebačka,1
7447,Buzdohanj,7447,612,Čavle,612,8,Primorsko-goranska,8
7455,Buzet,7455,434,Buzet,434,18,Istarska,18
7463,Buzeta,7463,1210,Glina,1210,3,Sisačko-moslavačka,3
7471,Buzin,7471,1333,Grad Zagreb,1333,22,Grad Zagreb,22
7480,Buzin,7480,3930,Skrad,3930,8,Primorsko-goranska,8
7498,Bužim,7498,1309,Gospić,1309,9,Ličko-senjska,9
7501,Bužinija,7501,2917,Novigrad - Istarska ž.,2917,18,Istarska,18
7510,Bzenica,7510,3344,Pleternica,3344,11,Požeško-slavonska,11
7528,Cabuna,7528,4243,Suhopolje,4243,10,Virovitičko-podravska,10
7536,Cage,7536,2992,Okučani,2992,12,Brodsko-posavska,12
7544,Caginec,7544,1589,Ivanić-Grad,1589,1,Zagrebačka,1
7552,Cancini,7552,3484,Poreč,3484,18,Istarska,18
7579,Careva Draga,7579,5339,Krašić,5339,1,Zagrebačka,1
7587,Carevdar,7587,2143,Križevci,2143,6,Koprivničko-križevačka,6
7595,Carevići,7595,5096,Vrbovsko,5096,8,Primorsko-goranska,8
7609,Carevo Polje,7609,1724,Josipdol,1724,4,Karlovačka,4
7617,Carevo Selo,7617,78,Barilovići,78,4,Karlovačka,4
9156,Cargovec,9156,4847,Vidovec,4847,5,Varaždinska,5
7625,Caska,7625,2887,Novalja,2887,9,Ličko-senjska,9
7633,Cavtat,7633,1988,Konavle,1988,19,Dubrovačko-neretvanska,19
7641,Cebovec,7641,2364,Lobor,2364,2,Krapinsko-zagorska,2
7650,Celine,7650,1694,Jastrebarsko,1694,1,Zagrebačka,1
74837,Celine,74837,3425,Podturen,3425,20,Međimurska,20
7668,Celine,7668,5088,Vrbovec,5088,1,Zagrebačka,1
7676,Celine Pušćanske,7676,5398,Marija Gorica,5398,1,Zagrebačka,1
7684,Celine Samoborske,7684,3808,Samobor,3808,1,Zagrebačka,1
7692,Cepeliš,7692,3280,Petrinja,3280,3,Sisačko-moslavačka,3
7706,Cepidlak,7706,4391,Sveti Ivan Žabno,4391,6,Koprivničko-križevačka,6
7714,Cera,7714,4693,Unešić,4693,15,Šibensko-kninska,15
7722,Cere,7722,4324,Sveta Nedelja,4324,18,Istarska,18
7749,Cere,7749,5312,Žminj,5312,18,Istarska,18
7757,Ceremošnjak,7757,2780,Našice,2780,14,Osječko-baranjska,14
7765,Cerić,7765,2941,Nuštar,2941,16,Vukovarsko-srijemska,16
7773,Cerik,7773,5088,Vrbovec,5088,1,Zagrebačka,1
7781,Cerina,7781,639,Čazma,639,7,Bjelovarsko-bilogorska,7
7790,Cerion,7790,4979,Višnjan,4979,18,Istarska,18
7803,Cerjani,7803,5975,Kaštelir - Labinci,5975,18,Istarska,18
7811,Cerje,7811,1333,Grad Zagreb,1333,22,Grad Zagreb,22
7820,Cerje,7820,5088,Vrbovec,5088,1,Zagrebačka,1
7838,Cerje Jesenjsko,7838,5525,Jesenje,5525,2,Krapinsko-zagorska,2
7846,Cerje Letovanićko,7846,2283,Lekenik,2283,3,Sisačko-moslavačka,3
7854,Cerje Nebojse,7854,2607,Maruševec,2607,5,Varaždinska,5
7862,Cerje Pokupsko,7862,5444,Pokupsko,5444,1,Zagrebačka,1
7889,Cerje Samoborsko,7889,3808,Samobor,3808,1,Zagrebačka,1
7897,Cerje Tužno,7897,1562,Ivanec,1562,5,Varaždinska,5
7919,Cerje Vivodinsko,7919,3158,Ozalj,3158,4,Karlovačka,4
7927,Cerna,7927,442,Cerna,442,16,Vukovarsko-srijemska,16
7935,Cernik,7935,469,Cernik,469,12,Brodsko-posavska,12
7943,Cernik,7943,612,Čavle,612,8,Primorsko-goranska,8
7951,Cernik,7951,5401,Žumberak,5401,1,Zagrebačka,1
7960,Cerovac,7960,230,Bizovac,230,14,Osječko-baranjska,14
7978,Cerovac,7978,1317,Gračac,1317,13,Zadarska,13
7986,Cerovac,7986,1643,Jakšić,1643,11,Požeško-slavonska,11
