Naziv proizvoda;Sifra proizvoda;Marka proizvoda;Neto kolicina;Jedinica mjere;Maloprodajna cijena;Cijena po JM;MPC za vrijeme posebnog oblika prodaje;Najniza cijena u poslj. 30 dana;Sidrena cijena na 2.5.2025;Barkod;Kategorija proizvoda;
SKUTA KRAVLJA PASKA 400 G PASKA SIRANA;177231;PASKA SIRANA;0,400 KG;KOM;;8,73;3,49;3,49;4;3859892884130;HRANA;
SIR REZANI VARAZDINEC 150 G VINDIJA;177241;VINDIJA-VINDIJA SIREVI;0,150 KG;KOM;2,99;19,93;;;2,99;3850108055412;HRANA;
SIR RIBANAC 200 G DUKAT PRESIDENT DUKAT;177245;DUKAT-PRESIDENT;0,200 KG;KOM;4,85;24,25;;;4,85;3850355007189;HRANA;
PAPRIKA SA SKUTOM 190 G GLIGORA;177254;SIRANA GLIGORA;0,190 KG;KOM;6,29;33,11;;;6,29;3859891864799;HRANA;
SIR TEZACKI CCA 2,60 KG SIRANA GLIGORA;177257;SIRANA GLIGORA;;KG;17,2;;;;17,99;;HRANA;
SIR TRAPIST KORA PRESIDENT 250 G DUKAT;177268;DUKAT-PRESIDENT;0,250 KG;KOM;4,09;16,36;;;4,09;3850355007240;HRANA;
SIR PAGUS KOLUT CCA 2,4 KG PASKA SIRANA;177283;PASKA SIRANA;2,3 KG;KG;23,99;10,43;;;21;3859892884239;HRANA;
SIR GRABANCIJAS 350 G VINDIJA;177295;VINDIJA-VINDIJA SIREVI;0,350 KG;KOM;5,69;16,26;;;5,69;3850108054026;HRANA;
SIR GRAN SPICCO CCA 4 KG ZANETTI;177296;ZANETTI;1 KG;KG;;13,90;13,9;16,99;16,99;;HRANA;
SIR RIBANI 40 G DZIUGAS;177298;DZIUGAS;0,040 KG;KOM;,99;24,75;;;,99;4770299394789;HRANA;
SIR DZIUGAS 180 G (18 MJ.);177299;DZIUGAS;0,180 KG;KOM;4,39;24,39;;;4,39;4770299047883;HRANA;
SIR RIBANI 100 G DZIUGAS;177300;DZIUGAS;0,100 KG;KOM;2,29;22,90;;;2,29;4770299046152;HRANA;
SIR DZIUGAS 180 G (12 MJ.);177301;DZIUGAS;0,180 KG;KOM;3,79;21,06;;;3,79;4770299047890;HRANA;
SIR TOAST CHEDDAR 150 G DUKAT;177303;DUKAT-PRESIDENT;0,150 KG;KOM;1,99;13,27;;;1,79;3228022210055;HRANA;
SIR DOLINAR CCA 2,5 KG MLEKARNA CELEIA;177309;ZELENE DOLINE;1 KG;KG;11,49;11,49;;;10,99;;HRANA;
SIR S MEDITERANSKIM BILJEM 125 G SIRANA GLIGORA;177315;SIRANA GLIGORA;0,125 KG;KOM;3,79;30,32;;;3,59;3858891770246;HRANA;
SIR TOPLJENI NATUR 150 G ZDENKA;177316;ZDENKA;0,150 KG;KOM;2,29;15,27;;;2,29;3858888596941;HRANA;
SIR TOPLJENI PIKANT 150 G ZDENKA;177317;ZDENKA;0,150 KG;KOM;2,29;15,27;;;2,29;3858888596958;HRANA;
SIRNI NAMAZ ORIGINAL 150 G ZDENKA;177318;ZDENKA;0,150 KG;KOM;2,09;13,93;;;2,09;3858888596965;HRANA;
KAJMAK 150 G ZDENKA;177319;ZDENKA;0,150 KG;KOM;2,19;14,60;;;2,19;3858888596972;HRANA;
SIR DALMATINAC 200 G PASKA SIRANA;177325;PASKA SIRANA;0,200 KG;KOM;5,99;29,95;;;5,5;3859892884352;HRANA;
SIR PAGUS 200 G PASKA SIRANA;177327;PASKA SIRANA;0,200 KG;KOM;;24,95;4,99;5,99;4,95;3859892884475;HRANA;
SIR PASKI 200 G PASKA SIRANA;177330;PASKA SIRANA;0,200 KG;KOM;12,59;62,95;;;12,59;3859892884291;HRANA;
SIR PRAMENKO 200 G PASKA SIRANA;177331;PASKA SIRANA;0,200 KG;KOM;6,69;33,45;;;6;3859892884338;HRANA;
SIR TRAPIST 200 G PASKA SIRANA;177333;PASKA SIRANA;0,200 KG;KOM;4,99;24,95;;;4,7;3859892884390;HRANA;
SIR IBERICO REVIQUES CCA 3 KG QUESOS REVILLA S.L.;177341;QUESOS REVILLA;1 KG;KG;;13,90;13,9;17,99;17,99;8437000103592;HRANA;
SIR MIJESANI 250 G LA MERINA QUESOS REVILLA  S.L.;177342;QUESOS REVILLA;0,250 KG;KOM;3,99;15,96;;;3,99;8437000103363;HRANA;
SIR KRAVLJI/OVCJI 250 G LA MERINA QUESOS REVILLA S.L.;177343;QUESOS REVILLA;0,250 KG;KOM;3,49;13,96;;;3,49;8437000103349;HRANA;
SIR SVJEZI ZRNATI VLASAC 200 G PRESIDENT DUKAT;177345;DUKAT-PRESIDENT;0,200 KG;KOM;2,49;12,45;;;2,29;3850355005307;HRANA;
SIR GRAN BIRAGHI RIBANI 50 G BIRAGHI;177348;BIRAGHI;0,050 KG;KOM;1,29;25,80;;;1,29;8002004211927;HRANA;
SIR GRAN BIRAGHI 200 G BIRAGHI;177349;BIRAGHI;0,200 KG;KOM;4,09;20,45;;;4,09;8002004259332;HRANA;
SIR GRATTUGIA FACILE GRAN BIRAGHI 200 G BIRAGHI;177350;BIRAGHI;0,200 KG;KOM;4,69;23,45;;;4,69;8002004252111;HRANA;
SIR REZANI EMMENTALER 100 G PRESIDENT DUKAT;177352;DUKAT-PRESIDENT;0,100 KG;KOM;2,39;23,90;;;2,29;8595021607458;HRANA;
SIR GRCKI TIP 250 G DOLINE PLODINE;177365;DOLINE;0,250 KG;KOM;2,69;10,76;;;2,69;3856018288773;HRANA;
SIR KOZJI 200 G EUROSER;177376;EUROSER;0,200 KG;KOM;4,49;22,45;;;4,49;5902431270531;HRANA;
GORGONZOLA 150 G IGOR;177392;IGOR;0,150 KG;KOM;2,99;19,93;;;2,99;8021398500042;HRANA;
GORGONZOLA PICCANTE 150 G IGOR;177393;IGOR;0,150 KG;KOM;3,29;21,93;;;2,99;8021398301816;HRANA;
SIR SLANI ZRELI KOZJI 200 G GABRIEL;177396;GABRIEL;0,200 KG;KOM;4,99;24,95;;;4,99;3859892805067;HRANA;
SIR KRAVLJI 230 G AGROLAGUNA;177404;AGROLAGUNA;0,230 KG;KOM;5,59;24,30;;;5,4;3858881194885;HRANA;
SIR MIJESANI 230 G AGROLAGUNA;177405;AGROLAGUNA;0,230 KG;KOM;7,49;32,57;;;7,1;3858881196551;HRANA;
MOZZARELLA RIBANA 200 G CAMMINO D ORO GOLDSTEIG;177428;GOLDSTEIG;0,200 KG;KOM;3,19;15,95;;;3,19;4008432027110;HRANA;
SIR CHEDDAR MILD 200 G PRESIDENT DUKAT;177436;DUKAT-PRESIDENT;0,200 KG;KOM;4,29;21,45;;;4,29;5017838821610;HRANA;
SIR CHEDDAR MATURE 200 G PRESIDENT DUKAT;177437;DUKAT-PRESIDENT;0,200 KG;KOM;4,29;21,45;;;4,29;5017838821658;HRANA;
PRESIDENT SIR TOPLJENI CHEDDAR 140 G  DUKAT;177441;DUKAT-PRESIDENT;0,140 KG;KOM;2,29;16,36;;;1,99;3850355006434;HRANA;
SIR GRAN BIRAGHI CCA 4 KG BIRAGHI;177449;BIRAGHI;1 KG;KG;16,99;16,99;;;16,99;2689910;HRANA;
ZAMJENA ZA SIR 400 G AKADIA LIMENKA NORDEX;177451;NORDEX;0,400 KG;KOM;3,29;8,23;;;3,29;5701638138978;HRANA;
SIR MEKI 800 G AKADIA LIMENKA NORDEX;177452;MAMMEN;0,800 KOM;KOM;4,99;6,24;;;4,99;5701638124636;HRANA;
SIR GRANA PADANO 150 G QUATTROCOLLI  PARMAREGGIO;177453;PARMAREGGIO;0,150 KG;KOM;4,29;28,60;;;4,29;8016129000854;HRANA;
SIR CHEDDAR BIJELI 200 G DUBLIN DAIRY EUROSER;177457;EUROSER;0,200 KG;KOM;3,59;17,95;;;3,19;5902431270418;HRANA;
MOZZARELLA 2X100 G GALBANI DUKAT;177467;DUKAT-GALBANI;0,200 KG;KOM;3,49;17,45;;;2,99;8595021607632;HRANA;
SIR GRANELLO RIBANI 80 G ZANETTI;177469;ZANETTI;0,080 KG;KOM;1,39;17,38;;;1,39;8002710420132;HRANA;
SIR REZANI EMENTALER 150 G ZDENKA;177472;ZDENKA;0,150 KG;KOM;2,89;19,27;;;2,89;3858888597795;HRANA;
SIR REZANI TILZIT 150 G ZDENKA;177473;ZDENKA;0,150 KG;KOM;2,89;19,27;;;2,89;3858888597788;HRANA;
SIR TRAPIST U KORI 400 G ZDENKA;177475;ZDENKA;0,400 KG;KOM;6,49;16,23;;;6,49;3858888597559;HRANA;
SIR BILOGORSKI 400 G ZDENKA;177476;ZDENKA;0,400 KG;KOM;6,59;16,48;;;6,59;3858888597962;HRANA;
SIR SPORT 400 G ZDENKA;177477;ZDENKA;0,400 KG;KOM;5,75;14,38;;;5,99;3858888597955;HRANA;
SIR REZANI EDAMAC 150 G ZDENKA;177478;ZDENKA;0,150 KG;KOM;2,89;19,27;;;2,89;3858888597740;HRANA;
SIR REZANI GOUDA 150 G ZDENKA;177479;ZDENKA;0,150 KG;KOM;2,89;19,27;;;2,89;3858888597757;HRANA;
SIR PECORINO RIBANI 100 G BIRAGHI;177488;BIRAGHI;0,100 KG;KOM;2,79;27,90;;;2,79;8002004066145;HRANA;
SIR EMMENTALER 220 G PAYSAN BRETON LAITA;177491;PAYSAN BRETON;0,220 KG;KOM;;15,86;3,49;3,99;3,99;3412290023800;HRANA;
SIR CAMEMBERT 250 G PAYSAN BRETON LAITA;177493;PAYSAN BRETON;0,250 KG;KOM;;14,36;3,59;3,89;3,89;3412290093209;HRANA;
MOZZARELA 4X125 G GALATEA;177500;GALATEA;0,500 KG;KOM;4,89;9,78;;;4,79;8003279000179;HRANA;
MOZZARELLA 125 G DOLINE;177501;DOLINE;0,125 KG;KOM;1,15;9,20;;;1,19;3856025813104;HRANA;
PILECA PRSA NAREZAK 100 G PERUTNINA;177856;PERUTNINA PRERADA;0,100 KG;KOM;1,89;18,90;;;1,89;3838977022155;HRANA;
DOMACA KOBASICA 200 G VP GUSTI PPK;177876;GUSTI;0,200 KG;KOM;2,79;13,95;;;3,59;3858881611276;HRANA;
SUNKA DELIKATES NAR 150 G MA PIK;177882;PIK BREND;0,150 KG;KOM;2,49;16,60;;;2,89;3850139171723;HRANA;
LOVACKA KOBASICA FUCAK;177901;FUCAK SUHOMESNATO;;KG;6,19;;;;5,99;2117303;HRANA;
PRSUT BK 1/4 VP GUSTI PIVAC;177912;GUSTI;;KG;27,49;;;;27,49;3858884996028;HRANA;
DIMLJENA REBRA VP GUSTI PIVAC;177934;GUSTI;;KG;7,96;;;;7,96;3858890188974;HRANA;
DALMATINSKI PRSUT BK 1/2 VOSTANE;177939;VOSTANE;;KG;;;24,9;32,79;32,79;3858889491941;HRANA;
DALMATIKO PRSUT 80 G VOSTANE;177950;VOSTANE DALMATIKO;0,080 KG;KOM;2,89;36,13;;;2,89;3858889493331;HRANA;
PILECI MEDALJONI SA SIROM 660 G SMRZNUTO VINDIJA;177961;VINDIJA SMRZNUTO;0,660 KG;KOM;7,69;11,65;;;7,69;3850159141379;HRANA;
PURECA SUNKA STANCIJA NAREZAK 100 G GAVRILOVIC;178005;GAVRILOVIC;0,100 KG;KOM;2,29;22,90;;;2,05;3858890203295;HRANA;
PARISKA KOBASICA NARESCI 125 G GAVRILOVIC;178006;GAVRILOVIC;0,125 KG;KOM;1,79;14,32;;;1,79;3858890203196;HRANA;
TIROLSKA KOBASICA NARESCI 125 G GAVRILOVIC;178007;GAVRILOVIC;0,125 KG;KOM;1,95;15,60;;;1,99;3858890203219;HRANA;
BARANJSKA DOMACA KOBASICA BELJE 250 G MA;178012;BELJE;0,250 KG;KOM;4,99;19,96;;;4,99;3850257052201;HRANA;
POSEBNA WUDY POP PIL/PUR 500 G AIA;178024;AIA;0,500 KG;KOM;1,95;3,90;;;1,89;8008110001049;HRANA;
DIMCEK 100 G VINDIJA;178030;VINDIJA CEKIN PRERADA;0,100 KG;KOM;2,19;21,90;;;2,19;3850159123337;HRANA;
PILECA PRSA 100 G VINDIJA;178032;VINDIJA CEKIN PRERADA;0,100 KG;KOM;1,79;17,90;;;2,19;3850159123306;HRANA;
PURECA DELUXE SUNKA CLASSIC 100 G VINDIJA;178033;VINDIJA CEKIN PRERADA;0,100 KG;KOM;2,59;25,90;;;2,59;3850159128813;HRANA;
DOMACI JEGER E 300 G VP MEDVEN;178055;MEDVEN;0,300 KG;KOM;3,29;10,97;;;3,29;3859892946470;HRANA;
GURMANIKA HRENOVKE 100 G VINDIJA;178061;VINDIJA GURMANIKA;0,100 KG;KOM;,59;5,90;;;,59;3850159127113;HRANA;
SENDVIC SALAMA PIK VRBOVEC;178080;PIK BREND;;KG;15,9;;;;15,9;3850139011630;HRANA;
CAJNA NAREZAK 80 G ROZETO;178089;VINDIJA VIR;0,080 KG;KOM;2,39;29,88;;;2,39;3850281930384;HRANA;
PRSUT REZANI VP DRNISKA PRSUTANA;178093;DRNISKA PRSUTANA;;KG;41,99;;;;41,99;3859892733059;HRANA;
JELEN ZA GULAS SMRZNUTI  500 G CAK;178107;CAK NETTO NETTO;0,500 KG;KOM;9,99;19,98;;;9,99;3830034366080;HRANA;
SUHE NOGICE RFZ PLODINE PPK;178118;PLODINE;;KG;3,74;;;;3,74;3858881618220;HRANA;
GRANICARSKA KOBASICA 300 G GAVRILOVIC;178126;GAVRILOVIC;0,300 KG;KOM;6,35;21,17;;;6,39;3858890203790;HRANA;
CAJNA KOBASICA 300 G GAVRILOVIC;178128;GAVRILOVIC;0,300 KG;KOM;6,39;21,30;;;6,39;3858890203837;HRANA;
ISTARSKA SUHA SUNKA 1/2 BEZ KOZE VP PISINIUM;178137;PISINIUM;;KG;27,99;;;;26,99;;HRANA;
SUHA SUNKA DELIKATES SAN MICHELE;178142;SAN MICHELE;;KG;15,9;;;;19,99;8023085001927;HRANA;
SUDJUK 400 G GAVRILOVIC;178155;GAVRILOVIC;0,400 KG;KOM;13,89;34,73;;;10,89;3858890203691;HRANA;
DALMATINSKA SUHA SUNKA 1/2  GUSTI;178185;GUSTI;;KG;;;16,9;16,9;21,79;3858884996011;HRANA;
DALMATINSKA SUHA SUNKA 1/4 GUSTI;178186;GUSTI;;KG;18,39;;;;18,39;3858884996073;HRANA;
DALMATINSKI PRSUT E100 G PIVAC;178187;PIVAC;0,100 KG;KOM;3,19;31,90;;;3,19;3858884994406;HRANA;
KULENOVA SEKA MAXI GAVRILOVIC;178192;GAVRILOVIC;;KG;16,99;;;;16,99;3858890206487;HRANA;
KULEN BELJE NAREZAK 100 G;178213;BELJE;0,100 KG;KOM;3,49;34,90;;;3,49;3850257053215;HRANA;
CAJNA MAXI GUSTI PPK;178221;GUSTI;;KG;14,49;;;;14,49;3858890188905;HRANA;
KRVAVICA VP SLJEME;178228;PIK SLJEME;;KG;5,99;;;;5,99;3850139330199;HRANA;
KRANJSKA KOBASICA RFZ PLODINE PIK VRBOVEC;178229;PLODINE;;KG;5,99;;;;5,99;3850139635089;HRANA;
KULENOVA SEKA 300 G GAVRILOVIC;178237;GAVRILOVIC;0,300 KG;KOM;6,39;21,30;;;6,39;3858890206449;HRANA;
KULENOVA SEKA NAREZAK 80 G GAVRILOVIC;178243;GAVRILOVIC;0,080 KG;KOM;2,35;29,38;;;2,35;3858890206463;HRANA;
GOVEDJA KOBASICA NAREZAK 80 G GAVRILOVIC;178244;GAVRILOVIC;0,080 KG;KOM;3,59;44,88;;;2,99;3858890203653;HRANA;
PECENI BUT CCA 1000 G GUSTI PPK;178262;GUSTI;;KG;7,9;;;;9,39;3858890188875;HRANA;
DIMLJENA ROLANA LOPATICA U MREZI VP PLODINE AT;178264;PLODINE;;KG;4,9;;;;5,31;2144001;HRANA;
TLACENICA PREMIUM SILMA;178265;SILMA;;KG;6,49;;;;6,49;3859892782269;HRANA;
FRANKFURTER HRENOVKE XXL 360 G AIA;178270;AIA;0,360 KG;KOM;1,59;4,42;;;1,46;8008110559823;HRANA;
DIMLJENA PECENICA PLODINE AT;178274;PLODINE;;KG;8,9;;;;8,9;2144008;HRANA;
EXTRA PILECA KOBASICA 500 G PERUTNINA;178288;PERUTNINA PRERADA;0,500 KG;KOM;1,79;3,58;;;2,29;3850220153072;HRANA;
DOMACA DIMLJENA KOBASICA RFZ PIK VRBOVEC;178290;PIK BREND;;KG;13,89;;;;13,89;3850139172904;HRANA;
DIMLJENA VRATINA VP PLODINE AT;178292;PLODINE;;KG;10,49;;;;9,81;;HRANA;
KULENOVA SEKA MA BELJE;178323;BELJE;;KG;21,9;;;;24,49;3850257051518;HRANA;
DELIKATES VRATINA U OVITKU 1/2 VAC GAVRILOVIC;178327;GAVRILOVIC;;KG;15,4;;;;15,49;3858890207194;HRANA;
KULEN NAREZAK 100 G PIK VRBOVEC;178331;PIK BREND;0,100 KG;KOM;2,75;27,50;;;2,75;3850139012132;HRANA;
KRANJSKA KOBASICA VP PLODINE AT;178338;PLODINE;;KG;6,89;;;;9,49;;HRANA;
CVARCI E 250 G VAJDA;178351;PPK;0,250 KG;KOM;5,69;22,76;;;5,69;3858890800944;HRANA;
CVARCI RFZ VAJDA;178359;PPK;;KG;18,55;;;;19,99;3858890185874;HRANA;
POLI HRENOVKA 330 G PERUTNINA PTUJ;178373;PERUTNINA POLI;0,330 KG;KOM;2,39;7,24;;;1,99;3838977033656;HRANA;
KULEN NAREZAK 80 G ROZETO;178378;VINDIJA VIR;0,080 KG;KOM;2,39;29,88;;;2,39;3850281937154;HRANA;
ZIMSKA NAREZAK 80 G ROZETO;178379;VINDIJA VIR;0,080 KG;KOM;2,39;29,88;;;2,39;3850281937222;HRANA;
KRANJSKA KOBASICA 300 G VP PIK VRBOVEC;178383;PIK BREND;0,300 KG;KOM;4,19;13,97;;;4,39;3850139180015;HRANA;
SUNKA U OVITKU 100 G NAREZAK GAVRILOVIC;178393;GAVRILOVIC;0,100 KG;KOM;2,09;20,90;;;2,19;3858890203110;HRANA;
POLI HRENOVKA 130 G PERUTNINA;178396;PERUTNINA POLI;0,130 KG;KOM;1,04;8,00;;;1,04;3850220153928;HRANA;
KULEN 330 G MA PIK VRBOVEC;178404;PIK BREND;0,330 KG;KOM;7,99;24,21;;;7,99;3850139050028;HRANA;
KUHANA SUNKA 350 G PIK VRBOVEC;178405;PIK BREND;0,350 KG;KOM;4,69;13,40;;;4,69;3850139360028;HRANA;
PRSUT NAREZAK 90 G DOBRO;178413;ZITO DOBRO;0,090 KG;KOM;3,09;34,33;;;3,09;3850133800773;HRANA;
SLAVONSKA SALAMA NAREZAK 80 G DOBRO;178415;ZITO DOBRO;0,080 KG;KOM;1,79;22,38;;;1,86;3850133800841;HRANA;
BUDJOLA NAREZAK 90 G DOBRO;178418;ZITO DOBRO;0,090 KG;KOM;2,59;28,78;;;2,59;3850133800797;HRANA;
ZIMSKA 300 G VIR VINDIJA;178438;VINDIJA VIR;0,300 KG;KOM;5,99;19,97;;;5,99;3850281937307;HRANA;
KULEN 300 G VIR VINDIJA;178439;VINDIJA VIR;0,300 KG;KOM;5,99;19,97;;;5,99;3850281937314;HRANA;
BUDJOLA DELIKATES DOBRO;178441;ZITO DOBRO;;KG;22,99;;;;22,99;3850133816934;HRANA;
TIROLSKA E 800 G GUSTI PPK;178445;GUSTI;0,800 KG;KOM;4,84;6,05;;;4,84;3856025890471;HRANA;
DOMACA KOBASICA RFZ PLODINE AT;178446;PLODINE;;KG;8,75;;;;8,99;;HRANA;
SALAMA SLAVONSKA DOBRO;178455;ZITO DOBRO;;KG;16,85;;;;16,85;3850133812714;HRANA;
PECENA SUNKA 125 G NAREZAK PIK VRBOVEC;178458;PIK BREND;0,125 KG;KOM;2,49;19,92;;;2,99;3850139350401;HRANA;
PRSUT DOMACI BK 1/2 VP KRAS;178492;KRAS;;KG;25,69;;;;25,69;3838885707819;HRANA;
PRSUT PARMA NAREZAK 80 G NEGRONI;178495;AIA NEGRONI;0,080 KG;KOM;;37,38;2,99;2,62;4,49;8028257008312;HRANA;
PRSUT SAN DANIELE NAREZAK 80 G  NEGRONI;178496;AIA NEGRONI;0,080 KG;KOM;;37,38;2,99;4,23;4,23;8028257011466;HRANA;
POLI COCKTAIL HRENOVKE 330 G PERUTNINA;178506;PERUTNINA POLI;0,330 KG;KOM;2,25;6,82;;;2,25;3850220153942;HRANA;
KULEN DELIKATES DOBRO;178517;ZITO DOBRO;;KG;;;16,9;22,99;22,99;3850133817214;HRANA;
CAJNA KOBASICA 80 G NAREZAK PODRAVKA;178522;PODRAVKA DANICA;0,080 KG;KOM;2,09;26,13;;;2,25;3856020213121;HRANA;
ZIMSKA KOBASICA 80 G NAREZAK PODRAVKA;178523;PODRAVKA DANICA;0,080 KG;KOM;2,09;26,13;;;2,25;3856020213183;HRANA;
SRIJEMSKA KOBASICA 80 G NAREZAK PODRAVKA;178524;PODRAVKA DANICA;0,080 KG;KOM;2,09;26,13;;;2,12;3856020213213;HRANA;
KULEN 80 G NAREZAK PODRAVKA;178525;PODRAVKA DANICA;0,080 KG;KOM;2,09;26,13;;;2,25;3856020213244;HRANA;
KULEN RAVNI NAREZAK 80 G DOBRO;178528;ZITO DOBRO;0,080 KG;KOM;1,79;22,38;;;1,79;3850133804221;HRANA;
PANONICA CROATICA SA PAPROM GAVRILOVIC;178537;GAVRILOVIC;;KG;21,9;;;;21,99;3858881228467;HRANA;
DALMATINSKA PECENICA NAREZAK 100 G PIVAC;178543;PIVAC;0,100 KG;KOM;2,69;26,90;;;2,69;3858890183467;HRANA;
BUDJOLA NAREZAK 100 G PIVAC;178544;PIVAC;0,100 KG;KOM;3,15;31,50;;;3,15;3858890183016;HRANA;
DALMATINSKA PANCETA NAREZAK 100 G PIVAC;178547;PIVAC;0,100 KG;KOM;2,59;25,90;;;2,59;3858890183023;HRANA;
PANONICA S PAPROM NAREZAK 80 G GAVRILOVIC;178553;GAVRILOVIC;0,080 KG;KOM;2,35;29,38;;;2,59;3858881224155;HRANA;
PANONICA SA CHILLI PAPRIKOM NAREZAK 80 G GAVRILOVIC;178554;GAVRILOVIC;0,080 KG;KOM;2,35;29,38;;;2,59;3858881228726;HRANA;
SUNKARICA 2000 G PODRAVKA;178557;PODRAVKA DANICA;;KG;9,29;;;;9,29;3856020213985;HRANA;
PICK ZIMSKA SALAMA 250 G PICK SZEGED;178564;PICK SZEGED;0,250 KG;KOM;;19,96;4,99;4,99;6,49;5998003106919;HRANA;
PALMINO ULJE 20 L GASTRO;178574;GASTRO SIROVINE;;KOM;30,87;;;;34,97;8888168300161;HRANA;
SUNKA U OVITKU 350 G PIK VRBOVEC;178592;PIK BREND;0,350 KG;KOM;4,59;13,11;;;4,59;3850139173550;HRANA;
MORTADELA BOLOGNA STELLA IGP CCA 6 KG AIA;178597;AIA NEGRONI;;KG;10,99;;;;10,99;8028257596287;HRANA;
PRSUT DOBRO ZITO;178620;ZITO DOBRO;;KG;26,9;;;;22,99;3850133806591;HRANA;
JELI PILECE HRENOVKE 200 G GAVRILOVIC;178683;GAVRILOVIC JELI;0,200 KG;KOM;1,75;8,75;;;1,79;3858881224056;HRANA;
PANCETA NAREZAK 100 G GAVRILOVIC;178689;GAVRILOVIC;0,100 KG;KOM;2,85;28,50;;;2,99;3858881227408;HRANA;
JELI PILECI PARIZER 350 G GAVRILOVIC;178691;GAVRILOVIC JELI;0,350 KG;KOM;1,69;4,83;;;1,89;3858881224124;HRANA;
SLANINA NAREZAK 250 G DOBRO;178722;ZITO DOBRO;0,250 KG;KOM;7,39;29,56;;;7,39;3850133808014;HRANA;
SENDVIC SALAMA NAREZAK 100 G PIK VRBOVEC;178743;PIK BREND;0,100 KG;KOM;1,79;17,90;;;1,79;3850139181227;HRANA;
PRSUT PARMA 80 G BERETTA;178752;SALUMIFICIO BERETTA;0,080 KG;KOM;4,19;52,38;;;4,19;8007660676806;HRANA;
PRSUT SAN DANIELE 80 G BERETTA;178753;SALUMIFICIO BERETTA;0,080 KG;KOM;4,19;52,38;;;4,19;8007660676905;HRANA;
DOMACA SUHA CESNJOVKA E 200 G MEDVEN;178757;MEDVEN;0,200 KG;KOM;3,69;18,45;;;4,29;3859835443615;HRANA;
SUHA SUNKA S PAPROM SAN MICHELE;178759;SAN MICHELE;;KG;;;17,9;19,99;19,99;60320067;HRANA;
SVARCVALDSKA SUNKA TANNENHOF;178767;TANNENHOF SCHWARTZWALD SUNKA;;KG;18,99;;;;18,99;;HRANA;
TIROLSKA KOBASICA 350 G GAVRILOVIC;178770;GAVRILOVIC;0,350 KG;KOM;4,19;11,97;;;4,19;3858892721278;HRANA;
SUNKA U OVITKU 350 G GAVRILOVIC;178771;GAVRILOVIC;0,350 KG;KOM;4,49;12,83;;;4,49;3858892721292;HRANA;
SUNKA ZA PIZZU 350 G GAVRILOVIC;178772;GAVRILOVIC;0,350 KG;KOM;3,29;9,40;;;3,39;3858892721315;HRANA;
POSEBNA KOBASICA 350 G GAVRILOVIC;178774;GAVRILOVIC;0,350 KG;KOM;3,39;9,69;;;3,39;3858892721353;HRANA;
SUHA PECENICA 80 G NAREZAK PIK VRBOVEC;178822;PIK BREND;0,080 KG;KOM;2,5;31,25;;;2,5;3850139631425;HRANA;
DOMACA KOBASICA SA CRVENOM PAPRIKOM E200 G VP MEDVEN;178838;MEDVEN;0,200 KG;KOM;2,99;14,95;;;2,99;3859894129413;HRANA;
TRAJNA SALAMA OD JELENA 80 G HISTRIS;178847;HISTRIS;0,080 KG;KOM;3,99;49,88;;;3,39;3859893167089;HRANA;
TRAJNA ISTARSKA KOBASICA 200 G HISTRIS;178850;HISTRIS;0,200 KG;KOM;7,29;36,45;;;5,99;3859893167379;HRANA;
TRAJNA ISTARSKA KOBASICA S TARTUFOM 200 G HISTRIS;178851;HISTRIS;0,200 KG;KOM;9,69;48,45;;;7,99;3859893167447;HRANA;
PURECA DIMLJENA SUNKA VAK PIK VRBOVEC;178856;PIK PURECA PRERADA;;KG;13,9;;;;16,49;3850139520449;HRANA;
PILECA HRENOVKA EXTRA 1000 G PERUTNINA;178869;PERUTNINA PRERADA;1 KG;KOM;2,69;2,69;;;2,69;3850220152204;HRANA;
BUDJOLA 80 G GUSTI PIVAC;178870;GUSTI;0,080 KG;KOM;2,39;29,88;;;2,39;3858884996172;HRANA;
DALMATINSKA SUHA SUNKA 80 G GUSTI PIVAC;178874;GUSTI;0,080 KG;KOM;2,39;29,88;;;2,39;3858884996196;HRANA;
CAJNA KOBASICA 80 G GUSTI PPK;178875;GUSTI;0,080 KG;KOM;1,59;19,88;;;1,59;3858881612211;HRANA;
ZIMSKA SALAMA 80 G GUSTI PPK;178876;GUSTI;0,080 KG;KOM;1,59;19,88;;;1,59;3858881612150;HRANA;
KULEN KVRGAVI 80 G GUSTI PPK;178877;GUSTI;0,080 KG;KOM;2,19;27,38;;;2,19;3858881619333;HRANA;
KULEN RAVNI 80 G GUSTI PPK;178878;GUSTI;0,080 KG;KOM;1,59;19,88;;;1,59;3858881617704;HRANA;
DIMLJENA PECENICA 100 G GUSTI  PPK;178879;GUSTI;0,100 KG;KOM;1,59;15,90;;;1,59;3858890183603;HRANA;
SUNKA U OVITKU 100 G GUSTI PPK;178880;GUSTI;0,100 KG;KOM;1,29;12,90;;;1,29;3858890181487;HRANA;
DIMLJENA VRATINA 100 G GUSTI PPK;178881;GUSTI;0,100 KG;KOM;1,59;15,90;;;1,59;3858890183610;HRANA;
PIKANT NAREZAK 100 G GUSTI PPK;178882;GUSTI;0,100 KG;KOM;1,29;12,90;;;1,29;3858890188608;HRANA;
PURECA DIMLJENA SUNKA 100 G PIK;178901;PIK PURECA PRERADA;0,100 KG;KOM;2,69;26,90;;;2,49;3850139520453;HRANA;
